event_id,event_name,event_timestamp,company_id,search_id,session_id,search_category,location,platform,source,event_version,result_view_id,result_count,listing_id,position,contact_id,contact_channel,engagement_id,engagement_type,match_id,match_type,outcome_id,outcome_type,outcome_status
E000778,search_performed,2026-08-17 15:13:00,C008,SEARCH_00252,SESSION_00252,UI/UX Designer,Pune,web,campaign,1.0,,,,,,,,,,,,,
E000779,search_result_viewed,2026-08-17 15:13:21,C008,SEARCH_00252,SESSION_00252,UI/UX Designer,Pune,web,direct,1.0,RESULT_00252,9.0,,,,,,,,,,,
E000780,listing_viewed,2026-08-17 15:13:41,C008,SEARCH_00252,SESSION_00252,UI/UX Designer,Pune,web,organic,1.0,,,LISTING_00157,10.0,,,,,,,,,
E000777,listing_viewed,2026-08-17 15:14:05,C001,SEARCH_00251,SESSION_00251,Digital Marketer,Hyderabad,web,campaign,1.0,,,LISTING_00156,2.0,,,,,,,,,
E000748,listing_viewed,2026-08-17 15:16:02,C025,SEARCH_00242,SESSION_00242,UI/UX Designer,Bengaluru,web,direct,1.0,,,LISTING_00152,6.0,,,,,,,,,
E000739,engagement_started,2026-08-17 15:16:26,C024,SEARCH_00238,SESSION_00238,Digital Marketer,Chennai,mobile,organic,1.0,,,LISTING_00151,,,,ENGAGE_00035,application,,,,,
E000749,company_contact_started,2026-08-17 15:17:02,C025,SEARCH_00242,SESSION_00242,UI/UX Designer,Bengaluru,mobile,organic,1.0,,,LISTING_00152,,CONTACT_00068,phone,,,,,,,
E000759,search_performed,2026-08-17 15:28:00,C009,SEARCH_00245,SESSION_00245,Business Analyst,Pune,mobile,referral,1.0,,,,,,,,,,,,,
E000760,search_result_viewed,2026-08-17 15:28:37,C009,SEARCH_00245,SESSION_00245,Business Analyst,Pune,web,referral,1.0,RESULT_00245,10.0,,,,,,,,,,,
E000554,outcome_recorded,2026-08-17 15:30:12,C006,SEARCH_00177,SESSION_00177,Digital Marketer,Bengaluru,mobile,direct,1.0,,,LISTING_00114,,,,,,MATCH_00013,,OUTCOME_00007,successful,success
E000782,search_performed,2026-08-17 15:38:00,C019,SEARCH_00253,SESSION_00253,Data Analyst,Hyderabad,mobile,campaign,1.0,,,,,,,,,,,,,
E000783,search_result_viewed,2026-08-17 15:39:55,C019,SEARCH_00253,SESSION_00253,Data Analyst,Hyderabad,web,direct,1.0,RESULT_00253,24.0,,,,,,,,,,,
E000784,listing_viewed,2026-08-17 15:42:15,C019,SEARCH_00253,SESSION_00253,Data Analyst,Hyderabad,web,referral,1.0,,,LISTING_00158,5.0,,,,,,,,,
E000766,search_performed,2026-08-17 16:08:00,C016,SEARCH_00248,SESSION_00248,Digital Marketer,Hyderabad,mobile,direct,1.0,,,,,,,,,,,,,
E000767,search_result_viewed,2026-08-17 16:10:34,C016,SEARCH_00248,SESSION_00248,Digital Marketer,Hyderabad,web,campaign,1.0,RESULT_00248,26.0,,,,,,,,,,,
E000781,company_contact_started,2026-08-17 16:13:41,C008,SEARCH_00252,SESSION_00252,UI/UX Designer,Pune,mobile,organic,1.0,,,LISTING_00157,,CONTACT_00071,message,,,,,,,
E000773,search_performed,2026-08-17 16:16:00,C024,SEARCH_00250,SESSION_00250,Digital Marketer,Bengaluru,mobile,direct,1.0,,,,,,,,,,,,,
E000774,search_result_viewed,2026-08-17 16:17:40,C024,SEARCH_00250,SESSION_00250,Digital Marketer,Bengaluru,mobile,campaign,1.0,RESULT_00250,16.0,,,,,,,,,,,
E000753,search_performed,2026-08-17 16:29:00,C012,SEARCH_00243,SESSION_00243,Digital Marketer,Bengaluru,web,referral,1.0,,,,,,,,,,,,,
E000754,search_result_viewed,2026-08-17 16:30:14,C012,SEARCH_00243,SESSION_00243,Digital Marketer,Bengaluru,web,campaign,1.0,RESULT_00243,8.0,,,,,,,,,,,
E000818,engagement_started,2026-08-17 17:15:09,C037,SEARCH_00262,SESSION_00262,UI/UX Designer,Hyderabad,mobile,referral,1.0,,,LISTING_00166,,,,ENGAGE_00040,application,,,,,
E000796,search_performed,2026-08-17 17:17:00,C028,SEARCH_00256,SESSION_00256,Digital Marketer,Mumbai,mobile,direct,1.0,,,,,,,,,,,,,
E000797,search_result_viewed,2026-08-17 17:19:32,C028,SEARCH_00256,SESSION_00256,Digital Marketer,Mumbai,web,referral,1.0,RESULT_00256,20.0,,,,,,,,,,,
E000798,listing_viewed,2026-08-17 17:21:45,C028,SEARCH_00256,SESSION_00256,Digital Marketer,Mumbai,mobile,referral,1.0,,,LISTING_00161,5.0,,,,,,,,,
E000810,search_performed,2026-08-17 17:22:00,C036,SEARCH_00260,SESSION_00260,Business Analyst,Chennai,mobile,referral,1.0,,,,,,,,,,,,,
E000811,search_result_viewed,2026-08-17 17:22:59,C036,SEARCH_00260,SESSION_00260,Business Analyst,Chennai,mobile,organic,1.0,RESULT_00260,19.0,,,,,,,,,,,
E000812,listing_viewed,2026-08-17 17:24:53,C036,SEARCH_00260,SESSION_00260,Business Analyst,Chennai,web,organic,1.0,,,LISTING_00165,9.0,,,,,,,,,
E000805,search_performed,2026-08-17 18:59:00,C029,SEARCH_00259,SESSION_00259,Data Analyst,Hyderabad,mobile,direct,1.0,,,,,,,,,,,,,
E000806,search_result_viewed,2026-08-17 19:01:43,C029,SEARCH_00259,SESSION_00259,Data Analyst,Hyderabad,web,direct,1.0,RESULT_00259,21.0,,,,,,,,,,,
E000807,listing_viewed,2026-08-17 19:03:25,C029,SEARCH_00259,SESSION_00259,Data Analyst,Hyderabad,web,direct,1.0,,,LISTING_00164,4.0,,,,,,,,,
E000808,company_contact_started,2026-08-17 19:21:25,C029,SEARCH_00259,SESSION_00259,Data Analyst,Hyderabad,mobile,campaign,1.0,,,LISTING_00164,,CONTACT_00074,email,,,,,,,
E000789,engagement_started,2026-08-18 00:08:56,C039,SEARCH_00254,SESSION_00254,Digital Marketer,Bengaluru,web,campaign,1.0,,,LISTING_00159,,,,ENGAGE_00038,application,,,,,
E000545,outcome_recorded,2026-08-18 00:39:05,C019,SEARCH_00175,SESSION_00175,Business Analyst,Mumbai,web,campaign,1.0,,,LISTING_00113,,,,,,MATCH_00012,,OUTCOME_00006,successful,success
E000809,engagement_started,2026-08-18 02:21:25,C029,SEARCH_00259,SESSION_00259,Data Analyst,Hyderabad,web,organic,1.0,,,LISTING_00164,,,,ENGAGE_00039,application,,,,,
E000819,match_created,2026-08-18 06:15:09,C037,SEARCH_00262,SESSION_00262,UI/UX Designer,Hyderabad,mobile,referral,1.0,,,LISTING_00166,,,,ENGAGE_00040,,MATCH_00022,company_candidate,,,
E000772,engagement_started,2026-08-18 06:41:08,C003,SEARCH_00249,SESSION_00249,Software Developer,Pune,web,campaign,1.0,,,LISTING_00155,,,,ENGAGE_00037,application,,,,,
E000829,search_performed,2026-08-18 08:00:00,C034,SEARCH_00265,SESSION_00265,UI/UX Designer,Mumbai,web,campaign,1.0,,,,,,,,,,,,,
E000830,search_result_viewed,2026-08-18 08:01:33,C034,SEARCH_00265,SESSION_00265,UI/UX Designer,Mumbai,mobile,direct,1.0,RESULT_00265,16.0,,,,,,,,,,,
E000831,listing_viewed,2026-08-18 08:02:43,C034,SEARCH_00265,SESSION_00265,UI/UX Designer,Mumbai,mobile,referral,1.0,,,LISTING_00168,5.0,,,,,,,,,
E000832,company_contact_started,2026-08-18 08:34:43,C034,SEARCH_00265,SESSION_00265,UI/UX Designer,Mumbai,web,campaign,1.0,,,LISTING_00168,,CONTACT_00077,email,,,,,,,
E000823,search_performed,2026-08-18 08:48:00,C006,SEARCH_00264,SESSION_00264,UI/UX Designer,Chennai,web,campaign,1.0,,,,,,,,,,,,,
E000850,search_performed,2026-08-18 08:49:00,C031,SEARCH_00272,SESSION_00272,Digital Marketer,Bengaluru,mobile,organic,1.0,,,,,,,,,,,,,
E000824,search_result_viewed,2026-08-18 08:49:30,C006,SEARCH_00264,SESSION_00264,UI/UX Designer,Chennai,mobile,campaign,1.0,RESULT_00264,20.0,,,,,,,,,,,
E000851,search_result_viewed,2026-08-18 08:51:48,C031,SEARCH_00272,SESSION_00272,Digital Marketer,Bengaluru,web,campaign,1.0,RESULT_00272,9.0,,,,,,,,,,,
E000825,listing_viewed,2026-08-18 08:52:55,C006,SEARCH_00264,SESSION_00264,UI/UX Designer,Chennai,mobile,campaign,1.0,,,LISTING_00167,9.0,,,,,,,,,
E000852,listing_viewed,2026-08-18 08:53:01,C031,SEARCH_00272,SESSION_00272,Digital Marketer,Bengaluru,mobile,direct,1.0,,,LISTING_00173,5.0,,,,,,,,,
E000845,search_performed,2026-08-18 09:10:00,C037,SEARCH_00270,SESSION_00270,UI/UX Designer,Bengaluru,mobile,direct,1.0,,,,,,,,,,,,,
E000846,search_result_viewed,2026-08-18 09:12:57,C037,SEARCH_00270,SESSION_00270,UI/UX Designer,Bengaluru,mobile,campaign,1.0,RESULT_00270,14.0,,,,,,,,,,,
E000847,listing_viewed,2026-08-18 09:15:00,C037,SEARCH_00270,SESSION_00270,UI/UX Designer,Bengaluru,mobile,campaign,1.0,,,LISTING_00172,6.0,,,,,,,,,
E000826,company_contact_started,2026-08-18 09:29:55,C006,SEARCH_00264,SESSION_00264,UI/UX Designer,Chennai,web,campaign,1.0,,,LISTING_00167,,CONTACT_00076,message,,,,,,,
E000853,company_contact_started,2026-08-18 09:47:01,C031,SEARCH_00272,SESSION_00272,Digital Marketer,Bengaluru,web,organic,1.0,,,LISTING_00173,,CONTACT_00080,message,,,,,,,
E000871,search_performed,2026-08-18 10:03:00,C003,SEARCH_00278,SESSION_00278,Business Analyst,Bengaluru,mobile,campaign,1.0,,,,,,,,,,,,,
E000872,search_result_viewed,2026-08-18 10:05:10,C003,SEARCH_00278,SESSION_00278,Business Analyst,Bengaluru,web,referral,1.0,RESULT_00278,10.0,,,,,,,,,,,
E000848,company_contact_started,2026-08-18 10:10:00,C037,SEARCH_00270,SESSION_00270,UI/UX Designer,Bengaluru,web,direct,1.0,,,LISTING_00172,,CONTACT_00079,message,,,,,,,
E000834,search_performed,2026-08-18 11:35:00,C015,SEARCH_00267,SESSION_00267,Data Analyst,Mumbai,mobile,campaign,1.0,,,,,,,,,,,,,
E000835,search_result_viewed,2026-08-18 11:35:48,C015,SEARCH_00267,SESSION_00267,Data Analyst,Mumbai,web,direct,1.0,RESULT_00267,20.0,,,,,,,,,,,
E000836,listing_viewed,2026-08-18 11:36:32,C015,SEARCH_00267,SESSION_00267,Data Analyst,Mumbai,mobile,campaign,1.0,,,LISTING_00169,9.0,,,,,,,,,
E000864,search_performed,2026-08-18 11:54:00,C035,SEARCH_00276,SESSION_00276,Business Analyst,Pune,web,direct,1.0,,,,,,,,,,,,,
E000865,search_result_viewed,2026-08-18 11:54:38,C035,SEARCH_00276,SESSION_00276,Business Analyst,Pune,mobile,campaign,1.0,RESULT_00276,25.0,,,,,,,,,,,
E000866,listing_viewed,2026-08-18 11:57:27,C035,SEARCH_00276,SESSION_00276,Business Analyst,Pune,web,referral,1.0,,,LISTING_00177,8.0,,,,,,,,,
E000867,company_contact_started,2026-08-18 12:01:27,C035,SEARCH_00276,SESSION_00276,Business Analyst,Pune,web,direct,1.0,,,LISTING_00177,,CONTACT_00082,phone,,,,,,,
E000837,company_contact_started,2026-08-18 12:12:32,C015,SEARCH_00267,SESSION_00267,Data Analyst,Mumbai,web,campaign,1.0,,,LISTING_00169,,CONTACT_00078,phone,,,,,,,
E000857,search_performed,2026-08-18 12:23:00,C015,SEARCH_00274,SESSION_00274,Data Analyst,Pune,mobile,referral,1.0,,,,,,,,,,,,,
E000858,search_result_viewed,2026-08-18 12:23:12,C015,SEARCH_00274,SESSION_00274,Data Analyst,Pune,web,referral,1.0,RESULT_00274,5.0,,,,,,,,,,,
E000859,listing_viewed,2026-08-18 12:25:38,C015,SEARCH_00274,SESSION_00274,Data Analyst,Pune,mobile,campaign,1.0,,,LISTING_00175,1.0,,,,,,,,,
E000833,search_performed,2026-08-18 12:28:00,C024,SEARCH_00266,SESSION_00266,Business Analyst,Pune,web,direct,1.0,,,,,,,,,,,,,
E000860,company_contact_started,2026-08-18 13:15:38,C015,SEARCH_00274,SESSION_00274,Data Analyst,Pune,mobile,direct,1.0,,,LISTING_00175,,CONTACT_00081,email,,,,,,,
E000839,search_performed,2026-08-18 13:16:00,C031,SEARCH_00268,SESSION_00268,Data Analyst,Pune,mobile,referral,1.0,,,,,,,,,,,,,
E000840,search_result_viewed,2026-08-18 13:17:15,C031,SEARCH_00268,SESSION_00268,Data Analyst,Pune,web,campaign,1.0,RESULT_00268,16.0,,,,,,,,,,,
E000841,listing_viewed,2026-08-18 13:21:07,C031,SEARCH_00268,SESSION_00268,Data Analyst,Pune,web,direct,1.0,,,LISTING_00170,10.0,,,,,,,,,
E000849,search_performed,2026-08-18 14:06:00,C006,SEARCH_00271,SESSION_00271,Software Developer,Hyderabad,web,organic,1.0,,,,,,,,,,,,,
E000873,search_performed,2026-08-18 14:49:00,C001,SEARCH_00279,SESSION_00279,Data Analyst,Hyderabad,mobile,direct,1.0,,,,,,,,,,,,,
E000874,search_result_viewed,2026-08-18 14:49:18,C001,SEARCH_00279,SESSION_00279,Data Analyst,Hyderabad,mobile,organic,1.0,RESULT_00279,11.0,,,,,,,,,,,
E000875,listing_viewed,2026-08-18 14:50:21,C001,SEARCH_00279,SESSION_00279,Data Analyst,Hyderabad,mobile,referral,1.0,,,LISTING_00179,8.0,,,,,,,,,
E000861,search_performed,2026-08-18 14:56:00,C036,SEARCH_00275,SESSION_00275,Business Analyst,Hyderabad,mobile,campaign,1.0,,,,,,,,,,,,,
E000862,search_result_viewed,2026-08-18 14:58:55,C036,SEARCH_00275,SESSION_00275,Business Analyst,Hyderabad,mobile,direct,1.0,RESULT_00275,17.0,,,,,,,,,,,
E000863,listing_viewed,2026-08-18 15:00:53,C036,SEARCH_00275,SESSION_00275,Business Analyst,Hyderabad,mobile,referral,1.0,,,LISTING_00176,4.0,,,,,,,,,
E000750,engagement_started,2026-08-18 15:17:02,C025,SEARCH_00242,SESSION_00242,UI/UX Designer,Bengaluru,mobile,direct,1.0,,,LISTING_00152,,,,ENGAGE_00036,application,,,,,
E000868,search_performed,2026-08-18 15:46:00,C019,SEARCH_00277,SESSION_00277,Business Analyst,Hyderabad,web,direct,1.0,,,,,,,,,,,,,
E000869,search_result_viewed,2026-08-18 15:46:13,C019,SEARCH_00277,SESSION_00277,Business Analyst,Hyderabad,web,referral,1.0,RESULT_00277,20.0,,,,,,,,,,,
E000870,listing_viewed,2026-08-18 15:49:44,C019,SEARCH_00277,SESSION_00277,Business Analyst,Hyderabad,mobile,campaign,1.0,,,LISTING_00178,8.0,,,,,,,,,
E000854,search_performed,2026-08-18 16:59:00,C021,SEARCH_00273,SESSION_00273,UI/UX Designer,Pune,mobile,campaign,1.0,,,,,,,,,,,,,
E000855,search_result_viewed,2026-08-18 17:01:28,C021,SEARCH_00273,SESSION_00273,UI/UX Designer,Pune,mobile,campaign,1.0,RESULT_00273,10.0,,,,,,,,,,,
E000856,listing_viewed,2026-08-18 17:04:21,C021,SEARCH_00273,SESSION_00273,UI/UX Designer,Pune,mobile,referral,1.0,,,LISTING_00174,9.0,,,,,,,,,
E000838,engagement_started,2026-08-18 18:12:32,C015,SEARCH_00267,SESSION_00267,Data Analyst,Mumbai,web,direct,1.0,,,LISTING_00169,,,,ENGAGE_00042,application,,,,,
E000842,search_performed,2026-08-18 18:32:00,C019,SEARCH_00269,SESSION_00269,Business Analyst,Mumbai,mobile,campaign,1.0,,,,,,,,,,,,,
E000843,search_result_viewed,2026-08-18 18:33:47,C019,SEARCH_00269,SESSION_00269,Business Analyst,Mumbai,mobile,campaign,1.0,RESULT_00269,24.0,,,,,,,,,,,
E000844,listing_viewed,2026-08-18 18:34:34,C019,SEARCH_00269,SESSION_00269,Business Analyst,Mumbai,mobile,campaign,1.0,,,LISTING_00171,3.0,,,,,,,,,
E000827,engagement_started,2026-08-19 03:29:55,C006,SEARCH_00264,SESSION_00264,UI/UX Designer,Chennai,web,referral,1.0,,,LISTING_00167,,,,ENGAGE_00041,application,,,,,
E000790,match_created,2026-08-19 08:08:56,C039,SEARCH_00254,SESSION_00254,Digital Marketer,Bengaluru,mobile,referral,1.0,,,LISTING_00159,,,,ENGAGE_00038,,MATCH_00021,company_candidate,,,
E000908,search_performed,2026-08-19 08:18:00,C029,SEARCH_00289,SESSION_00289,UI/UX Designer,Bengaluru,web,direct,1.0,,,,,,,,,,,,,
E000876,search_performed,2026-08-19 09:16:00,C003,SEARCH_00280,SESSION_00280,Digital Marketer,Chennai,mobile,referral,1.0,,,,,,,,,,,,,
E000877,search_result_viewed,2026-08-19 09:16:23,C003,SEARCH_00280,SESSION_00280,Digital Marketer,Chennai,web,organic,1.0,RESULT_00280,26.0,,,,,,,,,,,
E000878,listing_viewed,2026-08-19 09:18:24,C003,SEARCH_00280,SESSION_00280,Digital Marketer,Chennai,web,direct,1.0,,,LISTING_00180,6.0,,,,,,,,,
E000884,search_performed,2026-08-19 10:16:00,C002,SEARCH_00282,SESSION_00282,UI/UX Designer,Mumbai,web,campaign,1.0,,,,,,,,,,,,,
E000885,search_result_viewed,2026-08-19 10:18:33,C002,SEARCH_00282,SESSION_00282,UI/UX Designer,Mumbai,mobile,direct,1.0,RESULT_00282,14.0,,,,,,,,,,,
E000886,listing_viewed,2026-08-19 10:21:02,C002,SEARCH_00282,SESSION_00282,UI/UX Designer,Mumbai,mobile,campaign,1.0,,,LISTING_00182,6.0,,,,,,,,,
E000929,search_performed,2026-08-19 10:28:00,C040,SEARCH_00295,SESSION_00295,UI/UX Designer,Chennai,web,direct,1.0,,,,,,,,,,,,,
E000930,search_result_viewed,2026-08-19 10:29:45,C040,SEARCH_00295,SESSION_00295,UI/UX Designer,Chennai,web,organic,1.0,RESULT_00295,9.0,,,,,,,,,,,
E000879,search_performed,2026-08-19 11:00:00,C038,SEARCH_00281,SESSION_00281,Data Analyst,Pune,web,campaign,1.0,,,,,,,,,,,,,
E000880,search_result_viewed,2026-08-19 11:00:49,C038,SEARCH_00281,SESSION_00281,Data Analyst,Pune,web,direct,1.0,RESULT_00281,16.0,,,,,,,,,,,
E000881,listing_viewed,2026-08-19 11:01:22,C038,SEARCH_00281,SESSION_00281,Data Analyst,Pune,mobile,organic,1.0,,,LISTING_00181,10.0,,,,,,,,,
E000909,search_performed,2026-08-19 11:13:00,C020,SEARCH_00290,SESSION_00290,Data Analyst,Mumbai,mobile,organic,1.0,,,,,,,,,,,,,
E000910,search_result_viewed,2026-08-19 11:14:20,C020,SEARCH_00290,SESSION_00290,Data Analyst,Mumbai,web,organic,1.0,RESULT_00290,22.0,,,,,,,,,,,
E000887,company_contact_started,2026-08-19 11:15:02,C002,SEARCH_00282,SESSION_00282,UI/UX Designer,Mumbai,web,organic,1.0,,,LISTING_00182,,CONTACT_00084,phone,,,,,,,
E000911,listing_viewed,2026-08-19 11:16:01,C020,SEARCH_00290,SESSION_00290,Data Analyst,Mumbai,web,referral,1.0,,,LISTING_00186,3.0,,,,,,,,,
E000901,search_performed,2026-08-19 11:34:00,C034,SEARCH_00286,SESSION_00286,Data Analyst,Bengaluru,mobile,direct,1.0,,,,,,,,,,,,,
E000902,search_result_viewed,2026-08-19 11:36:58,C034,SEARCH_00286,SESSION_00286,Data Analyst,Bengaluru,web,campaign,1.0,RESULT_00286,12.0,,,,,,,,,,,
E000882,company_contact_started,2026-08-19 11:43:22,C038,SEARCH_00281,SESSION_00281,Data Analyst,Pune,web,direct,1.0,,,LISTING_00181,,CONTACT_00083,message,,,,,,,
E000912,company_contact_started,2026-08-19 11:54:01,C020,SEARCH_00290,SESSION_00290,Data Analyst,Mumbai,web,referral,1.0,,,LISTING_00186,,CONTACT_00086,message,,,,,,,
E000931,search_performed,2026-08-19 12:00:00,C016,SEARCH_00296,SESSION_00296,Digital Marketer,Hyderabad,mobile,organic,1.0,,,,,,,,,,,,,
E000932,search_result_viewed,2026-08-19 12:02:10,C016,SEARCH_00296,SESSION_00296,Digital Marketer,Hyderabad,mobile,direct,1.0,RESULT_00296,5.0,,,,,,,,,,,
E000892,search_performed,2026-08-19 13:26:00,C010,SEARCH_00284,SESSION_00284,Digital Marketer,Mumbai,mobile,organic,1.0,,,,,,,,,,,,,
E000893,search_result_viewed,2026-08-19 13:28:58,C010,SEARCH_00284,SESSION_00284,Digital Marketer,Mumbai,web,direct,1.0,RESULT_00284,7.0,,,,,,,,,,,
E000894,listing_viewed,2026-08-19 13:29:16,C010,SEARCH_00284,SESSION_00284,Digital Marketer,Mumbai,web,campaign,1.0,,,LISTING_00183,4.0,,,,,,,,,
E000895,company_contact_started,2026-08-19 13:32:16,C010,SEARCH_00284,SESSION_00284,Digital Marketer,Mumbai,mobile,campaign,1.0,,,LISTING_00183,,CONTACT_00085,phone,,,,,,,
E000916,search_performed,2026-08-19 14:59:00,C022,SEARCH_00292,SESSION_00292,Business Analyst,Pune,web,direct,1.0,,,,,,,,,,,,,
E000917,search_result_viewed,2026-08-19 15:01:44,C022,SEARCH_00292,SESSION_00292,Business Analyst,Pune,mobile,organic,1.0,RESULT_00292,5.0,,,,,,,,,,,
E000918,listing_viewed,2026-08-19 15:02:04,C022,SEARCH_00292,SESSION_00292,Business Analyst,Pune,web,referral,1.0,,,LISTING_00188,6.0,,,,,,,,,
E000924,search_performed,2026-08-19 15:25:00,C031,SEARCH_00294,SESSION_00294,Digital Marketer,Hyderabad,web,direct,1.0,,,,,,,,,,,,,
E000925,search_result_viewed,2026-08-19 15:26:18,C031,SEARCH_00294,SESSION_00294,Digital Marketer,Hyderabad,mobile,referral,1.0,RESULT_00294,29.0,,,,,,,,,,,
E000926,listing_viewed,2026-08-19 15:28:55,C031,SEARCH_00294,SESSION_00294,Digital Marketer,Hyderabad,web,campaign,1.0,,,LISTING_00190,2.0,,,,,,,,,
E000898,search_performed,2026-08-19 15:51:00,C014,SEARCH_00285,SESSION_00285,UI/UX Designer,Bengaluru,web,referral,1.0,,,,,,,,,,,,,
E000927,company_contact_started,2026-08-19 15:51:55,C031,SEARCH_00294,SESSION_00294,Digital Marketer,Hyderabad,mobile,referral,1.0,,,LISTING_00190,,CONTACT_00088,message,,,,,,,
E000899,search_result_viewed,2026-08-19 15:52:56,C014,SEARCH_00285,SESSION_00285,UI/UX Designer,Bengaluru,web,referral,1.0,RESULT_00285,16.0,,,,,,,,,,,
E000900,listing_viewed,2026-08-19 15:56:13,C014,SEARCH_00285,SESSION_00285,UI/UX Designer,Bengaluru,mobile,organic,1.0,,,LISTING_00184,2.0,,,,,,,,,
E000928,engagement_started,2026-08-19 16:51:55,C031,SEARCH_00294,SESSION_00294,Digital Marketer,Hyderabad,mobile,direct,1.0,,,LISTING_00190,,,,ENGAGE_00047,application,,,,,
E000890,search_performed,2026-08-19 17:15:00,C002,SEARCH_00283,SESSION_00283,Digital Marketer,Mumbai,mobile,organic,1.0,,,,,,,,,,,,,
E000891,search_result_viewed,2026-08-19 17:17:27,C002,SEARCH_00283,SESSION_00283,Digital Marketer,Mumbai,web,campaign,1.0,RESULT_00283,17.0,,,,,,,,,,,
E000913,search_performed,2026-08-19 17:58:00,C006,SEARCH_00291,SESSION_00291,Digital Marketer,Pune,web,organic,1.0,,,,,,,,,,,,,
E000914,search_result_viewed,2026-08-19 18:00:13,C006,SEARCH_00291,SESSION_00291,Digital Marketer,Pune,mobile,organic,1.0,RESULT_00291,10.0,,,,,,,,,,,
E000915,listing_viewed,2026-08-19 18:01:39,C006,SEARCH_00291,SESSION_00291,Digital Marketer,Pune,mobile,organic,1.0,,,LISTING_00187,1.0,,,,,,,,,
E000820,outcome_recorded,2026-08-19 18:15:09,C037,SEARCH_00262,SESSION_00262,UI/UX Designer,Hyderabad,web,direct,1.0,,,LISTING_00166,,,,,,MATCH_00022,,OUTCOME_00011,successful,success
E000903,search_performed,2026-08-19 18:27:00,C037,SEARCH_00287,SESSION_00287,Business Analyst,Pune,web,direct,1.0,,,,,,,,,,,,,
E000906,search_performed,2026-08-19 18:27:00,C021,SEARCH_00288,SESSION_00288,Business Analyst,Pune,mobile,direct,1.0,,,,,,,,,,,,,
E000907,search_result_viewed,2026-08-19 18:28:04,C021,SEARCH_00288,SESSION_00288,Business Analyst,Pune,mobile,referral,1.0,RESULT_00288,17.0,,,,,,,,,,,
E000904,search_result_viewed,2026-08-19 18:29:30,C037,SEARCH_00287,SESSION_00287,Business Analyst,Pune,mobile,direct,1.0,RESULT_00287,17.0,,,,,,,,,,,
E000905,listing_viewed,2026-08-19 18:32:13,C037,SEARCH_00287,SESSION_00287,Business Analyst,Pune,mobile,referral,1.0,,,LISTING_00185,8.0,,,,,,,,,
E000919,search_performed,2026-08-19 18:46:00,C015,SEARCH_00293,SESSION_00293,Software Developer,Bengaluru,mobile,campaign,1.0,,,,,,,,,,,,,
E000920,search_result_viewed,2026-08-19 18:48:37,C015,SEARCH_00293,SESSION_00293,Software Developer,Bengaluru,web,direct,1.0,RESULT_00293,21.0,,,,,,,,,,,
E000921,listing_viewed,2026-08-19 18:52:08,C015,SEARCH_00293,SESSION_00293,Software Developer,Bengaluru,web,direct,1.0,,,LISTING_00189,7.0,,,,,,,,,
E000922,company_contact_started,2026-08-19 19:23:08,C015,SEARCH_00293,SESSION_00293,Software Developer,Bengaluru,web,campaign,1.0,,,LISTING_00189,,CONTACT_00087,phone,,,,,,,
E000791,outcome_recorded,2026-08-19 22:08:56,C039,SEARCH_00254,SESSION_00254,Digital Marketer,Bengaluru,mobile,direct,1.0,,,LISTING_00159,,,,,,MATCH_00021,,OUTCOME_00010,successful,success
E000883,engagement_started,2026-08-19 22:43:22,C038,SEARCH_00281,SESSION_00281,Data Analyst,Pune,mobile,campaign,1.0,,,LISTING_00181,,,,ENGAGE_00043,application,,,,,
E000888,engagement_started,2026-08-20 02:15:02,C002,SEARCH_00282,SESSION_00282,UI/UX Designer,Mumbai,mobile,referral,1.0,,,LISTING_00182,,,,ENGAGE_00044,application,,,,,
E000923,engagement_started,2026-08-20 08:23:08,C015,SEARCH_00293,SESSION_00293,Software Developer,Bengaluru,mobile,direct,1.0,,,LISTING_00189,,,,ENGAGE_00046,application,,,,,
E000960,search_performed,2026-08-20 08:38:00,C016,SEARCH_00306,SESSION_00306,UI/UX Designer,Pune,mobile,referral,1.0,,,,,,,,,,,,,
E000961,search_result_viewed,2026-08-20 08:40:36,C016,SEARCH_00306,SESSION_00306,UI/UX Designer,Pune,web,organic,1.0,RESULT_00306,24.0,,,,,,,,,,,
E000962,listing_viewed,2026-08-20 08:44:17,C016,SEARCH_00306,SESSION_00306,UI/UX Designer,Pune,web,campaign,1.0,,,LISTING_00196,1.0,,,,,,,,,
E000966,search_performed,2026-08-20 09:11:00,C029,SEARCH_00308,SESSION_00308,Data Analyst,Chennai,web,campaign,1.0,,,,,,,,,,,,,
E000967,search_result_viewed,2026-08-20 09:13:05,C029,SEARCH_00308,SESSION_00308,Data Analyst,Chennai,web,campaign,1.0,RESULT_00308,5.0,,,,,,,,,,,
E000968,listing_viewed,2026-08-20 09:16:17,C029,SEARCH_00308,SESSION_00308,Data Analyst,Chennai,mobile,organic,1.0,,,LISTING_00198,4.0,,,,,,,,,
E000983,search_performed,2026-08-20 09:49:00,C038,SEARCH_00314,SESSION_00314,Business Analyst,Bengaluru,mobile,referral,1.0,,,,,,,,,,,,,
E000984,search_result_viewed,2026-08-20 09:50:47,C038,SEARCH_00314,SESSION_00314,Business Analyst,Bengaluru,mobile,organic,1.0,RESULT_00314,7.0,,,,,,,,,,,
E000985,listing_viewed,2026-08-20 09:51:31,C038,SEARCH_00314,SESSION_00314,Business Analyst,Bengaluru,mobile,referral,1.0,,,LISTING_00200,2.0,,,,,,,,,
