event_id,event_name,event_timestamp,payment_id,company_id,seller_id,order_id,amount,currency,gateway,event_version,payment_method,gateway_transaction_id,captured_amount,revenue_id,recognized_amount,revenue_type,refund_id,refund_amount,refund_reason,failure_code,failure_reason,chargeback_id,chargeback_amount,chargeback_reason
PE001377,payment_initiated,2026-08-16 09:56:00,PAY00345,CMP028,SEL005,ORD00345,23129.35,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001378,payment_authorized,2026-08-16 09:56:09,PAY00345,CMP028,SEL005,ORD00345,23129.35,INR,DemoGateway,1.0,,GTX000345,,,,,,,,,,,,
PE001379,payment_captured,2026-08-16 09:56:47,PAY00345,CMP028,SEL005,ORD00345,23129.35,INR,DemoGateway,1.0,,GTX000345,23129.35,,,,,,,,,,,
PE001380,revenue_recognized,2026-08-16 11:20:47,PAY00345,CMP028,SEL005,ORD00345,1850.35,INR,DemoGateway,1.0,,,,REV00345,1850.35,platform_fee,,,,,,,,
PE001381,payment_initiated,2026-08-16 18:55:00,PAY00346,CMP022,SEL017,ORD00346,24480.55,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE001382,payment_authorized,2026-08-16 18:55:49,PAY00346,CMP022,SEL017,ORD00346,24480.55,INR,DemoPay,1.0,,GTX000346,,,,,,,,,,,,
PE001383,payment_captured,2026-08-16 18:57:23,PAY00346,CMP022,SEL017,ORD00346,24480.55,INR,DemoPay,1.0,,GTX000346,24480.55,,,,,,,,,,,
PE001384,revenue_recognized,2026-08-16 20:17:23,PAY00346,CMP022,SEL017,ORD00346,1958.44,INR,DemoPay,1.0,,,,REV00346,1958.44,platform_fee,,,,,,,,
PE001385,payment_refunded,2026-08-18 20:17:23,PAY00346,CMP022,SEL017,ORD00346,18269.47,INR,DemoPay,1.0,,,,,,,REF00346,18269.47,order_cancelled,,,,,
PE001386,payment_initiated,2026-08-16 16:57:00,PAY00347,CMP022,SEL013,ORD00347,21217.28,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001387,payment_failed,2026-08-16 16:57:30,PAY00347,CMP022,SEL013,ORD00347,21217.28,INR,DemoPay,1.0,,,,,,,,,,INSUFFICIENT_FUNDS,demo_failure,,,
PE001388,payment_initiated,2026-08-16 09:48:00,PAY00348,CMP028,SEL016,ORD00348,21931.27,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001389,payment_authorized,2026-08-16 09:48:26,PAY00348,CMP028,SEL016,ORD00348,21931.27,INR,DemoGateway,1.0,,GTX000348,,,,,,,,,,,,
PE001390,payment_captured,2026-08-16 09:49:06,PAY00348,CMP028,SEL016,ORD00348,21931.27,INR,DemoGateway,1.0,,GTX000348,21931.27,,,,,,,,,,,
PE001391,revenue_recognized,2026-08-16 09:56:06,PAY00348,CMP028,SEL016,ORD00348,1754.5,INR,DemoGateway,1.0,,,,REV00348,1754.5,platform_fee,,,,,,,,
PE001392,payment_initiated,2026-08-16 15:51:00,PAY00349,CMP013,SEL013,ORD00349,3352.52,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001393,payment_authorized,2026-08-16 15:51:59,PAY00349,CMP013,SEL013,ORD00349,3352.52,INR,DemoPay,1.0,,GTX000349,,,,,,,,,,,,
PE001394,payment_captured,2026-08-16 15:53:07,PAY00349,CMP013,SEL013,ORD00349,3352.52,INR,DemoPay,1.0,,GTX000349,3352.52,,,,,,,,,,,
PE001395,revenue_recognized,2026-08-16 16:51:07,PAY00349,CMP013,SEL013,ORD00349,268.2,INR,DemoPay,1.0,,,,REV00349,268.2,platform_fee,,,,,,,,
PE001396,payment_initiated,2026-08-16 08:35:00,PAY00350,CMP024,SEL001,ORD00350,10980.83,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001397,payment_failed,2026-08-16 08:35:21,PAY00350,CMP024,SEL001,ORD00350,10980.83,INR,DemoPay,1.0,,,,,,,,,,INSUFFICIENT_FUNDS,demo_failure,,,
PE001398,payment_initiated,2026-08-16 15:21:00,PAY00351,CMP020,SEL010,ORD00351,16883.01,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE001399,payment_authorized,2026-08-16 15:21:57,PAY00351,CMP020,SEL010,ORD00351,16883.01,INR,DemoPay,1.0,,GTX000351,,,,,,,,,,,,
PE001400,payment_captured,2026-08-16 15:22:30,PAY00351,CMP020,SEL010,ORD00351,16883.01,INR,DemoPay,1.0,,GTX000351,16883.01,,,,,,,,,,,
PE001401,revenue_recognized,2026-08-16 17:11:30,PAY00351,CMP020,SEL010,ORD00351,1350.64,INR,DemoPay,1.0,,,,REV00351,1350.64,platform_fee,,,,,,,,
PE001402,payment_initiated,2026-08-16 13:45:00,PAY00352,CMP020,SEL020,ORD00352,18341.46,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001403,payment_authorized,2026-08-16 13:45:53,PAY00352,CMP020,SEL020,ORD00352,18341.46,INR,DemoGateway,1.0,,GTX000352,,,,,,,,,,,,
PE001404,payment_captured,2026-08-16 13:47:22,PAY00352,CMP020,SEL020,ORD00352,18341.46,INR,DemoGateway,1.0,,GTX000352,18341.46,,,,,,,,,,,
PE001405,revenue_recognized,2026-08-16 14:16:22,PAY00352,CMP020,SEL020,ORD00352,1467.32,INR,DemoGateway,1.0,,,,REV00352,1467.32,platform_fee,,,,,,,,
PE001406,payment_refunded,2026-08-19 14:16:22,PAY00352,CMP020,SEL020,ORD00352,9470.69,INR,DemoGateway,1.0,,,,,,,REF00352,9470.69,service_issue,,,,,
PE001407,payment_initiated,2026-08-17 14:06:00,PAY00353,CMP002,SEL006,ORD00353,4800.56,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001408,payment_authorized,2026-08-17 14:06:17,PAY00353,CMP002,SEL006,ORD00353,4800.56,INR,DemoGateway,1.0,,GTX000353,,,,,,,,,,,,
PE001409,payment_captured,2026-08-17 14:06:37,PAY00353,CMP002,SEL006,ORD00353,4800.56,INR,DemoGateway,1.0,,GTX000353,4800.56,,,,,,,,,,,
PE001410,revenue_recognized,2026-08-17 16:06:37,PAY00353,CMP002,SEL006,ORD00353,384.04,INR,DemoGateway,1.0,,,,REV00353,384.04,platform_fee,,,,,,,,
PE001411,payment_initiated,2026-08-17 14:02:00,PAY00354,CMP027,SEL007,ORD00354,4032.5,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE001412,payment_authorized,2026-08-17 14:02:42,PAY00354,CMP027,SEL007,ORD00354,4032.5,INR,DemoGateway,1.0,,GTX000354,,,,,,,,,,,,
PE001413,payment_captured,2026-08-17 14:03:02,PAY00354,CMP027,SEL007,ORD00354,4032.5,INR,DemoGateway,1.0,,GTX000354,4032.5,,,,,,,,,,,
PE001414,revenue_recognized,2026-08-17 15:42:02,PAY00354,CMP027,SEL007,ORD00354,322.6,INR,DemoGateway,1.0,,,,REV00354,322.6,platform_fee,,,,,,,,
PE001415,payment_initiated,2026-08-17 08:33:00,PAY00355,CMP019,SEL017,ORD00355,24150.59,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001416,payment_failed,2026-08-17 08:34:05,PAY00355,CMP019,SEL017,ORD00355,24150.59,INR,DemoPay,1.0,,,,,,,,,,INSUFFICIENT_FUNDS,demo_failure,,,
PE001417,payment_initiated,2026-08-17 10:46:00,PAY00356,CMP016,SEL017,ORD00356,17757.72,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE001418,payment_authorized,2026-08-17 10:46:47,PAY00356,CMP016,SEL017,ORD00356,17757.72,INR,DemoPay,1.0,,GTX000356,,,,,,,,,,,,
PE001419,payment_captured,2026-08-17 10:48:08,PAY00356,CMP016,SEL017,ORD00356,17757.72,INR,DemoPay,1.0,,GTX000356,17757.72,,,,,,,,,,,
PE001420,revenue_recognized,2026-08-17 12:06:08,PAY00356,CMP016,SEL017,ORD00356,1420.62,INR,DemoPay,1.0,,,,REV00356,1420.62,platform_fee,,,,,,,,
PE001421,payment_initiated,2026-08-17 13:18:00,PAY00357,CMP013,SEL014,ORD00357,7929.5,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE001422,payment_authorized,2026-08-17 13:18:13,PAY00357,CMP013,SEL014,ORD00357,7929.5,INR,DemoPay,1.0,,GTX000357,,,,,,,,,,,,
PE001423,payment_captured,2026-08-17 13:19:10,PAY00357,CMP013,SEL014,ORD00357,7929.5,INR,DemoPay,1.0,,GTX000357,7929.5,,,,,,,,,,,
PE001424,revenue_recognized,2026-08-17 14:37:10,PAY00357,CMP013,SEL014,ORD00357,634.36,INR,DemoPay,1.0,,,,REV00357,634.36,platform_fee,,,,,,,,
PE001425,payment_initiated,2026-08-17 16:40:00,PAY00358,CMP010,SEL018,ORD00358,18229.05,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE001426,payment_authorized,2026-08-17 16:40:44,PAY00358,CMP010,SEL018,ORD00358,18229.05,INR,DemoGateway,1.0,,GTX000358,,,,,,,,,,,,
PE001427,payment_captured,2026-08-17 16:42:20,PAY00358,CMP010,SEL018,ORD00358,18229.05,INR,DemoGateway,1.0,,GTX000358,18229.05,,,,,,,,,,,
PE001428,revenue_recognized,2026-08-17 17:20:20,PAY00358,CMP010,SEL018,ORD00358,1458.32,INR,DemoGateway,1.0,,,,REV00358,1458.32,platform_fee,,,,,,,,
PE001429,payment_initiated,2026-08-17 13:35:00,PAY00359,CMP005,SEL006,ORD00359,18193.29,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001430,payment_authorized,2026-08-17 13:35:47,PAY00359,CMP005,SEL006,ORD00359,18193.29,INR,DemoGateway,1.0,,GTX000359,,,,,,,,,,,,
PE001431,payment_captured,2026-08-17 13:37:22,PAY00359,CMP005,SEL006,ORD00359,18193.29,INR,DemoGateway,1.0,,GTX000359,18193.29,,,,,,,,,,,
PE001432,revenue_recognized,2026-08-17 14:31:22,PAY00359,CMP005,SEL006,ORD00359,1455.46,INR,DemoGateway,1.0,,,,REV00359,1455.46,platform_fee,,,,,,,,
PE001433,payment_initiated,2026-08-17 16:06:00,PAY00360,CMP018,SEL010,ORD00360,20495.16,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE001434,payment_authorized,2026-08-17 16:06:08,PAY00360,CMP018,SEL010,ORD00360,20495.16,INR,DemoGateway,1.0,,GTX000360,,,,,,,,,,,,
PE001435,payment_captured,2026-08-17 16:07:38,PAY00360,CMP018,SEL010,ORD00360,20495.16,INR,DemoGateway,1.0,,GTX000360,20495.16,,,,,,,,,,,
PE001436,revenue_recognized,2026-08-17 16:15:38,PAY00360,CMP018,SEL010,ORD00360,1639.61,INR,DemoGateway,1.0,,,,REV00360,1639.61,platform_fee,,,,,,,,
PE001437,payment_initiated,2026-08-17 08:44:00,PAY00361,CMP006,SEL010,ORD00361,4941.07,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001438,payment_authorized,2026-08-17 08:44:39,PAY00361,CMP006,SEL010,ORD00361,4941.07,INR,DemoGateway,1.0,,GTX000361,,,,,,,,,,,,
PE001439,payment_captured,2026-08-17 08:44:48,PAY00361,CMP006,SEL010,ORD00361,4941.07,INR,DemoGateway,1.0,,GTX000361,4941.07,,,,,,,,,,,
PE001440,revenue_recognized,2026-08-17 09:30:48,PAY00361,CMP006,SEL010,ORD00361,395.29,INR,DemoGateway,1.0,,,,REV00361,395.29,platform_fee,,,,,,,,
PE001441,payment_initiated,2026-08-17 16:24:00,PAY00362,CMP028,SEL018,ORD00362,18946.7,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE001442,payment_authorized,2026-08-17 16:24:55,PAY00362,CMP028,SEL018,ORD00362,18946.7,INR,DemoPay,1.0,,GTX000362,,,,,,,,,,,,
PE001443,payment_captured,2026-08-17 16:26:42,PAY00362,CMP028,SEL018,ORD00362,18946.7,INR,DemoPay,1.0,,GTX000362,18946.7,,,,,,,,,,,
PE001444,revenue_recognized,2026-08-17 17:56:42,PAY00362,CMP028,SEL018,ORD00362,1515.74,INR,DemoPay,1.0,,,,REV00362,1515.74,platform_fee,,,,,,,,
PE001445,payment_initiated,2026-08-17 18:20:00,PAY00363,CMP030,SEL013,ORD00363,11289.31,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE001446,payment_failed,2026-08-17 18:20:42,PAY00363,CMP030,SEL013,ORD00363,11289.31,INR,DemoGateway,1.0,,,,,,,,,,DECLINED,demo_failure,,,
PE001447,payment_initiated,2026-08-17 18:23:00,PAY00364,CMP020,SEL015,ORD00364,22919.93,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001448,payment_authorized,2026-08-17 18:23:43,PAY00364,CMP020,SEL015,ORD00364,22919.93,INR,DemoPay,1.0,,GTX000364,,,,,,,,,,,,
PE001449,payment_captured,2026-08-17 18:24:13,PAY00364,CMP020,SEL015,ORD00364,22919.93,INR,DemoPay,1.0,,GTX000364,22919.93,,,,,,,,,,,
PE001450,revenue_recognized,2026-08-17 20:04:13,PAY00364,CMP020,SEL015,ORD00364,1833.59,INR,DemoPay,1.0,,,,REV00364,1833.59,platform_fee,,,,,,,,
PE001451,payment_initiated,2026-08-17 10:47:00,PAY00365,CMP015,SEL006,ORD00365,5893.95,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001452,payment_authorized,2026-08-17 10:47:07,PAY00365,CMP015,SEL006,ORD00365,5893.95,INR,DemoPay,1.0,,GTX000365,,,,,,,,,,,,
PE001453,payment_captured,2026-08-17 10:48:06,PAY00365,CMP015,SEL006,ORD00365,5893.95,INR,DemoPay,1.0,,GTX000365,5893.95,,,,,,,,,,,
PE001454,revenue_recognized,2026-08-17 11:24:06,PAY00365,CMP015,SEL006,ORD00365,471.52,INR,DemoPay,1.0,,,,REV00365,471.52,platform_fee,,,,,,,,
PE001455,payment_initiated,2026-08-17 10:02:00,PAY00366,CMP019,SEL009,ORD00366,9268.23,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE001456,payment_authorized,2026-08-17 10:02:43,PAY00366,CMP019,SEL009,ORD00366,9268.23,INR,DemoPay,1.0,,GTX000366,,,,,,,,,,,,
PE001457,payment_captured,2026-08-17 10:02:54,PAY00366,CMP019,SEL009,ORD00366,9268.23,INR,DemoPay,1.0,,GTX000366,9268.23,,,,,,,,,,,
PE001458,revenue_recognized,2026-08-17 11:42:54,PAY00366,CMP019,SEL009,ORD00366,741.46,INR,DemoPay,1.0,,,,REV00366,741.46,platform_fee,,,,,,,,
PE001459,payment_initiated,2026-08-17 16:22:00,PAY00367,CMP022,SEL010,ORD00367,20062.84,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE001460,payment_authorized,2026-08-17 16:22:25,PAY00367,CMP022,SEL010,ORD00367,20062.84,INR,DemoGateway,1.0,,GTX000367,,,,,,,,,,,,
PE001461,payment_captured,2026-08-17 16:23:37,PAY00367,CMP022,SEL010,ORD00367,20062.84,INR,DemoGateway,1.0,,GTX000367,20062.84,,,,,,,,,,,
PE001462,revenue_recognized,2026-08-17 16:52:37,PAY00367,CMP022,SEL010,ORD00367,1605.03,INR,DemoGateway,1.0,,,,REV00367,1605.03,platform_fee,,,,,,,,
PE001463,payment_initiated,2026-08-17 16:25:00,PAY00368,CMP026,SEL017,ORD00368,11274.38,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE001464,payment_authorized,2026-08-17 16:25:18,PAY00368,CMP026,SEL017,ORD00368,11274.38,INR,DemoPay,1.0,,GTX000368,,,,,,,,,,,,
PE001465,payment_captured,2026-08-17 16:26:47,PAY00368,CMP026,SEL017,ORD00368,11274.38,INR,DemoPay,1.0,,GTX000368,11274.38,,,,,,,,,,,
PE001466,revenue_recognized,2026-08-17 17:09:47,PAY00368,CMP026,SEL017,ORD00368,901.95,INR,DemoPay,1.0,,,,REV00368,901.95,platform_fee,,,,,,,,
PE001467,payment_initiated,2026-08-17 18:00:00,PAY00369,CMP025,SEL020,ORD00369,24920.83,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE001468,payment_authorized,2026-08-17 18:00:33,PAY00369,CMP025,SEL020,ORD00369,24920.83,INR,DemoGateway,1.0,,GTX000369,,,,,,,,,,,,
PE001469,payment_captured,2026-08-17 18:01:08,PAY00369,CMP025,SEL020,ORD00369,24920.83,INR,DemoGateway,1.0,,GTX000369,24920.83,,,,,,,,,,,
PE001470,revenue_recognized,2026-08-17 19:57:08,PAY00369,CMP025,SEL020,ORD00369,1993.67,INR,DemoGateway,1.0,,,,REV00369,1993.67,platform_fee,,,,,,,,
PE001471,payment_initiated,2026-08-17 09:24:00,PAY00370,CMP008,SEL002,ORD00370,10462.26,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001472,payment_authorized,2026-08-17 09:24:23,PAY00370,CMP008,SEL002,ORD00370,10462.26,INR,DemoGateway,1.0,,GTX000370,,,,,,,,,,,,
PE001473,payment_captured,2026-08-17 09:24:31,PAY00370,CMP008,SEL002,ORD00370,10462.26,INR,DemoGateway,1.0,,GTX000370,10462.26,,,,,,,,,,,
PE001474,revenue_recognized,2026-08-17 11:21:31,PAY00370,CMP008,SEL002,ORD00370,836.98,INR,DemoGateway,1.0,,,,REV00370,836.98,platform_fee,,,,,,,,
PE001475,payment_initiated,2026-08-17 12:57:00,PAY00371,CMP017,SEL017,ORD00371,12939.91,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE001476,payment_authorized,2026-08-17 12:57:37,PAY00371,CMP017,SEL017,ORD00371,12939.91,INR,DemoGateway,1.0,,GTX000371,,,,,,,,,,,,
PE001477,payment_captured,2026-08-17 12:57:52,PAY00371,CMP017,SEL017,ORD00371,12939.91,INR,DemoGateway,1.0,,GTX000371,12939.91,,,,,,,,,,,
PE001478,revenue_recognized,2026-08-17 13:10:52,PAY00371,CMP017,SEL017,ORD00371,1035.19,INR,DemoGateway,1.0,,,,REV00371,1035.19,platform_fee,,,,,,,,
PE001479,payment_initiated,2026-08-17 11:42:00,PAY00372,CMP018,SEL018,ORD00372,16232.93,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001480,payment_authorized,2026-08-17 11:43:00,PAY00372,CMP018,SEL018,ORD00372,16232.93,INR,DemoPay,1.0,,GTX000372,,,,,,,,,,,,
PE001481,payment_captured,2026-08-17 11:44:32,PAY00372,CMP018,SEL018,ORD00372,16232.93,INR,DemoPay,1.0,,GTX000372,16232.93,,,,,,,,,,,
PE001482,revenue_recognized,2026-08-17 12:39:32,PAY00372,CMP018,SEL018,ORD00372,1298.63,INR,DemoPay,1.0,,,,REV00372,1298.63,platform_fee,,,,,,,,
PE001483,payment_initiated,2026-08-17 10:01:00,PAY00373,CMP027,SEL014,ORD00373,19051.93,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE001484,payment_authorized,2026-08-17 10:01:07,PAY00373,CMP027,SEL014,ORD00373,19051.93,INR,DemoPay,1.0,,GTX000373,,,,,,,,,,,,
PE001485,payment_captured,2026-08-17 10:01:23,PAY00373,CMP027,SEL014,ORD00373,19051.93,INR,DemoPay,1.0,,GTX000373,19051.93,,,,,,,,,,,
PE001486,revenue_recognized,2026-08-17 10:11:23,PAY00373,CMP027,SEL014,ORD00373,1524.15,INR,DemoPay,1.0,,,,REV00373,1524.15,platform_fee,,,,,,,,
PE001487,payment_refunded,2026-08-22 10:11:23,PAY00373,CMP027,SEL014,ORD00373,16111.48,INR,DemoPay,1.0,,,,,,,REF00373,16111.48,customer_request,,,,,
PE001488,payment_initiated,2026-08-17 18:25:00,PAY00374,CMP008,SEL009,ORD00374,10618.77,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001489,payment_authorized,2026-08-17 18:25:29,PAY00374,CMP008,SEL009,ORD00374,10618.77,INR,DemoGateway,1.0,,GTX000374,,,,,,,,,,,,
PE001490,payment_captured,2026-08-17 18:27:00,PAY00374,CMP008,SEL009,ORD00374,10618.77,INR,DemoGateway,1.0,,GTX000374,10618.77,,,,,,,,,,,
PE001491,revenue_recognized,2026-08-17 18:43:00,PAY00374,CMP008,SEL009,ORD00374,849.5,INR,DemoGateway,1.0,,,,REV00374,849.5,platform_fee,,,,,,,,
PE001492,payment_initiated,2026-08-17 09:22:00,PAY00375,CMP020,SEL003,ORD00375,17970.73,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001493,payment_authorized,2026-08-17 09:22:55,PAY00375,CMP020,SEL003,ORD00375,17970.73,INR,DemoPay,1.0,,GTX000375,,,,,,,,,,,,
PE001494,payment_captured,2026-08-17 09:24:27,PAY00375,CMP020,SEL003,ORD00375,17970.73,INR,DemoPay,1.0,,GTX000375,17970.73,,,,,,,,,,,
PE001495,revenue_recognized,2026-08-17 10:03:27,PAY00375,CMP020,SEL003,ORD00375,1437.66,INR,DemoPay,1.0,,,,REV00375,1437.66,platform_fee,,,,,,,,
PE001496,payment_initiated,2026-08-18 16:14:00,PAY00376,CMP013,SEL013,ORD00376,12638.71,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE001497,payment_authorized,2026-08-18 16:14:55,PAY00376,CMP013,SEL013,ORD00376,12638.71,INR,DemoPay,1.0,,GTX000376,,,,,,,,,,,,
PE001498,payment_captured,2026-08-18 16:16:42,PAY00376,CMP013,SEL013,ORD00376,12638.71,INR,DemoPay,1.0,,GTX000376,12638.71,,,,,,,,,,,
PE001499,revenue_recognized,2026-08-18 18:05:42,PAY00376,CMP013,SEL013,ORD00376,1011.1,INR,DemoPay,1.0,,,,REV00376,1011.1,platform_fee,,,,,,,,
PE001500,payment_initiated,2026-08-18 08:35:00,PAY00377,CMP005,SEL010,ORD00377,23998.7,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE001501,payment_authorized,2026-08-18 08:35:07,PAY00377,CMP005,SEL010,ORD00377,23998.7,INR,DemoGateway,1.0,,GTX000377,,,,,,,,,,,,
PE001502,payment_captured,2026-08-18 08:35:12,PAY00377,CMP005,SEL010,ORD00377,23998.7,INR,DemoGateway,1.0,,GTX000377,23998.7,,,,,,,,,,,
PE001503,revenue_recognized,2026-08-18 09:49:12,PAY00377,CMP005,SEL010,ORD00377,1919.9,INR,DemoGateway,1.0,,,,REV00377,1919.9,platform_fee,,,,,,,,
PE001504,payment_initiated,2026-08-18 13:13:00,PAY00378,CMP003,SEL010,ORD00378,19084.97,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE001505,payment_authorized,2026-08-18 13:13:59,PAY00378,CMP003,SEL010,ORD00378,19084.97,INR,DemoPay,1.0,,GTX000378,,,,,,,,,,,,
PE001506,payment_captured,2026-08-18 13:15:09,PAY00378,CMP003,SEL010,ORD00378,19084.97,INR,DemoPay,1.0,,GTX000378,19084.97,,,,,,,,,,,
PE001507,revenue_recognized,2026-08-18 13:34:09,PAY00378,CMP003,SEL010,ORD00378,1526.8,INR,DemoPay,1.0,,,,REV00378,1526.8,platform_fee,,,,,,,,
PE001508,payment_initiated,2026-08-18 18:51:00,PAY00379,CMP027,SEL009,ORD00379,4193.63,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001509,payment_authorized,2026-08-18 18:51:59,PAY00379,CMP027,SEL009,ORD00379,4193.63,INR,DemoPay,1.0,,GTX000379,,,,,,,,,,,,
PE001510,payment_captured,2026-08-18 18:53:40,PAY00379,CMP027,SEL009,ORD00379,4193.63,INR,DemoPay,1.0,,GTX000379,4193.63,,,,,,,,,,,
PE001511,revenue_recognized,2026-08-18 20:53:40,PAY00379,CMP027,SEL009,ORD00379,335.49,INR,DemoPay,1.0,,,,REV00379,335.49,platform_fee,,,,,,,,
PE001512,payment_initiated,2026-08-18 09:16:00,PAY00380,CMP021,SEL018,ORD00380,8330.34,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE001513,payment_authorized,2026-08-18 09:16:42,PAY00380,CMP021,SEL018,ORD00380,8330.34,INR,DemoPay,1.0,,GTX000380,,,,,,,,,,,,
PE001514,payment_captured,2026-08-18 09:17:49,PAY00380,CMP021,SEL018,ORD00380,8330.34,INR,DemoPay,1.0,,GTX000380,8330.34,,,,,,,,,,,
PE001515,revenue_recognized,2026-08-18 10:00:49,PAY00380,CMP021,SEL018,ORD00380,666.43,INR,DemoPay,1.0,,,,REV00380,666.43,platform_fee,,,,,,,,
PE001516,payment_initiated,2026-08-18 11:20:00,PAY00381,CMP008,SEL004,ORD00381,16058.62,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001517,payment_authorized,2026-08-18 11:20:44,PAY00381,CMP008,SEL004,ORD00381,16058.62,INR,DemoGateway,1.0,,GTX000381,,,,,,,,,,,,
PE001518,payment_captured,2026-08-18 11:22:13,PAY00381,CMP008,SEL004,ORD00381,16058.62,INR,DemoGateway,1.0,,GTX000381,16058.62,,,,,,,,,,,
PE001519,revenue_recognized,2026-08-18 12:02:13,PAY00381,CMP008,SEL004,ORD00381,1284.69,INR,DemoGateway,1.0,,,,REV00381,1284.69,platform_fee,,,,,,,,
PE001520,payment_initiated,2026-08-18 10:00:00,PAY00382,CMP019,SEL012,ORD00382,24028.48,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001521,payment_authorized,2026-08-18 10:00:19,PAY00382,CMP019,SEL012,ORD00382,24028.48,INR,DemoGateway,1.0,,GTX000382,,,,,,,,,,,,
PE001522,payment_captured,2026-08-18 10:01:55,PAY00382,CMP019,SEL012,ORD00382,24028.48,INR,DemoGateway,1.0,,GTX000382,24028.48,,,,,,,,,,,
PE001523,revenue_recognized,2026-08-18 11:36:55,PAY00382,CMP019,SEL012,ORD00382,1922.28,INR,DemoGateway,1.0,,,,REV00382,1922.28,platform_fee,,,,,,,,
PE001524,payment_initiated,2026-08-18 15:28:00,PAY00383,CMP012,SEL005,ORD00383,22130.32,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE001525,payment_authorized,2026-08-18 15:28:36,PAY00383,CMP012,SEL005,ORD00383,22130.32,INR,DemoGateway,1.0,,GTX000383,,,,,,,,,,,,
PE001526,payment_captured,2026-08-18 15:29:51,PAY00383,CMP012,SEL005,ORD00383,22130.32,INR,DemoGateway,1.0,,GTX000383,22130.32,,,,,,,,,,,
PE001527,revenue_recognized,2026-08-18 15:43:51,PAY00383,CMP012,SEL005,ORD00383,1770.43,INR,DemoGateway,1.0,,,,REV00383,1770.43,platform_fee,,,,,,,,
PE001528,payment_initiated,2026-08-18 11:16:00,PAY00384,CMP027,SEL009,ORD00384,22445.48,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE001529,payment_authorized,2026-08-18 11:16:09,PAY00384,CMP027,SEL009,ORD00384,22445.48,INR,DemoPay,1.0,,GTX000384,,,,,,,,,,,,
PE001530,payment_captured,2026-08-18 11:17:47,PAY00384,CMP027,SEL009,ORD00384,22445.48,INR,DemoPay,1.0,,GTX000384,22445.48,,,,,,,,,,,
PE001531,revenue_recognized,2026-08-18 11:27:47,PAY00384,CMP027,SEL009,ORD00384,1795.64,INR,DemoPay,1.0,,,,REV00384,1795.64,platform_fee,,,,,,,,
PE001532,payment_initiated,2026-08-18 11:58:00,PAY00385,CMP021,SEL001,ORD00385,19576.21,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE001533,payment_authorized,2026-08-18 11:58:39,PAY00385,CMP021,SEL001,ORD00385,19576.21,INR,DemoGateway,1.0,,GTX000385,,,,,,,,,,,,
PE001534,payment_captured,2026-08-18 12:00:38,PAY00385,CMP021,SEL001,ORD00385,19576.21,INR,DemoGateway,1.0,,GTX000385,19576.21,,,,,,,,,,,
PE001535,revenue_recognized,2026-08-18 13:10:38,PAY00385,CMP021,SEL001,ORD00385,1566.1,INR,DemoGateway,1.0,,,,REV00385,1566.1,platform_fee,,,,,,,,
