student_id,college,profile_complete,documents_verified,eligible
S11348,RV College of Engineering,True,True,True
S11349,BMS Institute of Technology,True,True,True
S11350,BMS Institute of Technology,True,True,False
S11351,CMR Institute of Technology,True,True,True
S11352,BMS Institute of Technology,True,True,True
S11353,CMR Institute of Technology,True,False,False
S11354,PES University,True,True,True
S11355,PES University,True,True,True
S11356,PES University,True,True,True
S11357,PES University,True,True,True
S11358,RV College of Engineering,True,True,False
S11359,Dayananda Sagar College of Engineering,True,True,True
S11360,New Horizon College of Engineering,True,False,False
S11361,New Horizon College of Engineering,True,True,True
S11362,CMR Institute of Technology,True,True,False
S11363,RV College of Engineering,False,False,False
S11364,New Horizon College of Engineering,True,True,True
S11365,New Horizon College of Engineering,True,True,True
S11366,PES University,True,True,True
S11367,BMS Institute of Technology,True,True,False
S11368,PES University,True,True,True
S11369,BMS Institute of Technology,True,True,True
S11370,RV College of Engineering,False,False,False
S11371,BMS Institute of Technology,True,True,True
S11372,New Horizon College of Engineering,True,True,True
S11373,CMR Institute of Technology,True,True,True
S11374,New Horizon College of Engineering,True,True,False
S11375,Dayananda Sagar College of Engineering,False,True,False
S11376,CMR Institute of Technology,True,True,False
S11377,RV College of Engineering,True,True,True
S11378,Dayananda Sagar College of Engineering,True,True,True
S11379,RV College of Engineering,True,True,True
S11380,CMR Institute of Technology,True,True,False
S11381,CMR Institute of Technology,True,True,True
S11382,New Horizon College of Engineering,True,True,True
S11383,BMS Institute of Technology,True,True,False
S11384,RV College of Engineering,True,True,True
S11385,PES University,True,True,False
S11386,BMS Institute of Technology,True,True,False
S11387,RV College of Engineering,True,True,False
S11388,PES University,True,False,False
S11389,New Horizon College of Engineering,True,True,True
S11390,BMS Institute of Technology,True,True,True
S11391,Dayananda Sagar College of Engineering,True,False,False
S11392,Dayananda Sagar College of Engineering,True,True,False
S11393,Dayananda Sagar College of Engineering,True,True,False
S11394,BMS Institute of Technology,True,True,True
S11395,New Horizon College of Engineering,True,True,True
S11396,PES University,True,True,False
S11397,Dayananda Sagar College of Engineering,True,True,True
S11398,Dayananda Sagar College of Engineering,True,True,True
S11399,New Horizon College of Engineering,True,False,False
S11400,CMR Institute of Technology,True,True,False
S11401,Dayananda Sagar College of Engineering,False,True,False
S11402,CMR Institute of Technology,True,True,True
S11403,New Horizon College of Engineering,True,True,True
S11404,Dayananda Sagar College of Engineering,True,True,True
S11405,CMR Institute of Technology,True,False,False
S11406,RV College of Engineering,True,True,True
S11407,BMS Institute of Technology,True,True,True
S11408,CMR Institute of Technology,True,True,True
S11409,New Horizon College of Engineering,True,False,False
S11410,New Horizon College of Engineering,True,True,True
S11411,New Horizon College of Engineering,True,False,False
S11412,Dayananda Sagar College of Engineering,True,True,False
S11413,New Horizon College of Engineering,True,True,False
S11414,Dayananda Sagar College of Engineering,True,True,True
S11415,PES University,True,True,False
S11416,CMR Institute of Technology,True,True,True
S11417,Dayananda Sagar College of Engineering,True,True,True
S11418,Dayananda Sagar College of Engineering,True,False,False
S11419,CMR Institute of Technology,True,False,False
S11420,CMR Institute of Technology,True,True,True
S11421,Dayananda Sagar College of Engineering,True,True,True
S11422,CMR Institute of Technology,True,True,True
S11423,Dayananda Sagar College of Engineering,True,True,False
S11424,PES University,True,True,True
S11425,BMS Institute of Technology,True,True,False
S11426,Dayananda Sagar College of Engineering,True,True,True
S11427,New Horizon College of Engineering,True,True,False
S11428,CMR Institute of Technology,True,True,True
S11429,BMS Institute of Technology,True,True,False
S11430,BMS Institute of Technology,True,True,True
S11431,New Horizon College of Engineering,True,True,True
S11432,PES University,True,True,True
S11433,RV College of Engineering,True,True,True
S11434,PES University,True,True,False
S11435,Dayananda Sagar College of Engineering,True,True,True
S11436,Dayananda Sagar College of Engineering,True,True,True
S11437,CMR Institute of Technology,True,True,True
S11438,New Horizon College of Engineering,True,True,True
S11439,Dayananda Sagar College of Engineering,True,True,True
S11440,RV College of Engineering,True,True,True
S11441,Dayananda Sagar College of Engineering,True,True,False
S11442,PES University,True,True,True
S11443,PES University,True,True,True
S11444,Dayananda Sagar College of Engineering,True,False,False
S11445,RV College of Engineering,True,False,False
S11446,Dayananda Sagar College of Engineering,True,True,False
S11447,Dayananda Sagar College of Engineering,True,True,True
S11448,Dayananda Sagar College of Engineering,True,True,False
S11449,PES University,True,True,True
S11450,BMS Institute of Technology,True,True,True
S11451,CMR Institute of Technology,True,False,False
S11452,New Horizon College of Engineering,True,True,True
S11453,BMS Institute of Technology,True,True,False
S11454,New Horizon College of Engineering,True,True,True
S11455,New Horizon College of Engineering,True,True,False
S11456,BMS Institute of Technology,True,True,True
S11457,Dayananda Sagar College of Engineering,True,True,True
S11458,BMS Institute of Technology,True,True,True
S11459,Dayananda Sagar College of Engineering,True,True,False
S11460,RV College of Engineering,False,True,False
S11461,BMS Institute of Technology,True,True,True
S11462,PES University,True,True,False
S11463,New Horizon College of Engineering,True,True,True
S11464,BMS Institute of Technology,True,True,True
S11465,PES University,True,True,True
S11466,RV College of Engineering,True,True,True
S11467,CMR Institute of Technology,True,True,True
S11468,BMS Institute of Technology,False,True,False
S11469,Dayananda Sagar College of Engineering,True,True,True
S11470,CMR Institute of Technology,True,True,True
S11471,BMS Institute of Technology,True,True,True
S11472,CMR Institute of Technology,True,True,True
S11473,RV College of Engineering,True,True,True
S11474,CMR Institute of Technology,True,True,True
S11475,BMS Institute of Technology,True,True,False
S11476,RV College of Engineering,True,True,False
S11477,Dayananda Sagar College of Engineering,True,True,False
S11478,RV College of Engineering,True,True,True
S11479,CMR Institute of Technology,True,True,False
S11480,Dayananda Sagar College of Engineering,True,True,True
S11481,PES University,True,True,True
S11482,Dayananda Sagar College of Engineering,True,True,False
S11483,Dayananda Sagar College of Engineering,True,True,False
S11484,New Horizon College of Engineering,True,True,True
S11485,Dayananda Sagar College of Engineering,True,True,True
S11486,Dayananda Sagar College of Engineering,True,False,False
S11487,Dayananda Sagar College of Engineering,True,True,True
S11488,New Horizon College of Engineering,True,True,True
S11489,RV College of Engineering,False,True,False
S11490,CMR Institute of Technology,True,True,False
S11491,CMR Institute of Technology,True,True,True
S11492,New Horizon College of Engineering,True,True,True
S11493,PES University,True,True,True
S11494,Dayananda Sagar College of Engineering,True,True,True
S11495,RV College of Engineering,True,True,True
S11496,New Horizon College of Engineering,True,True,True
S11497,RV College of Engineering,True,True,True
S11498,CMR Institute of Technology,True,True,True
S11499,Dayananda Sagar College of Engineering,True,True,True
S11500,BMS Institute of Technology,True,True,False
S11501,CMR Institute of Technology,True,False,False
S11502,PES University,True,True,True
S11503,BMS Institute of Technology,True,True,False
S11504,PES University,True,True,True
S11505,CMR Institute of Technology,True,True,True
S11506,RV College of Engineering,True,True,True
S11507,PES University,True,True,True
S11508,BMS Institute of Technology,True,True,True
S11509,Dayananda Sagar College of Engineering,False,True,False
S11510,CMR Institute of Technology,True,True,True
S11511,New Horizon College of Engineering,False,True,False
S11512,PES University,True,True,False
S11513,PES University,True,True,True
S11514,CMR Institute of Technology,True,True,True
S11515,New Horizon College of Engineering,True,True,True
S11516,RV College of Engineering,True,True,False
S11517,BMS Institute of Technology,True,True,True
S11518,New Horizon College of Engineering,True,True,True
S11519,PES University,True,True,True
S11520,Dayananda Sagar College of Engineering,True,True,False
S11521,BMS Institute of Technology,True,True,False
S11522,BMS Institute of Technology,True,True,True
S11523,PES University,True,True,True
S11524,CMR Institute of Technology,True,False,False
S11525,Dayananda Sagar College of Engineering,True,True,False
S11526,PES University,True,True,False
S11527,PES University,True,True,True
S11528,RV College of Engineering,True,True,True
S11529,New Horizon College of Engineering,True,True,True
S11530,RV College of Engineering,True,True,True
S11531,PES University,True,True,True
S11532,BMS Institute of Technology,False,True,False
S11533,CMR Institute of Technology,True,True,False
S11534,CMR Institute of Technology,True,True,True
S11535,CMR Institute of Technology,True,True,True
S11536,Dayananda Sagar College of Engineering,True,True,True
S11537,Dayananda Sagar College of Engineering,True,True,True
S11538,Dayananda Sagar College of Engineering,True,True,True
S11539,Dayananda Sagar College of Engineering,True,True,False
S11540,CMR Institute of Technology,True,True,True
S11541,Dayananda Sagar College of Engineering,True,True,False
S11542,New Horizon College of Engineering,True,True,True
S11543,CMR Institute of Technology,True,True,True
S11544,New Horizon College of Engineering,True,True,False
S11545,PES University,True,True,False
S11546,New Horizon College of Engineering,True,True,True
S11547,Dayananda Sagar College of Engineering,True,True,True
S11548,BMS Institute of Technology,True,True,True
S11549,RV College of Engineering,True,True,True
S11550,CMR Institute of Technology,True,True,True
S11551,RV College of Engineering,True,False,False
S11552,RV College of Engineering,True,True,False
S11553,RV College of Engineering,True,False,False
S11554,Dayananda Sagar College of Engineering,True,True,False
S11555,BMS Institute of Technology,True,True,True
S11556,RV College of Engineering,True,True,True
S11557,BMS Institute of Technology,True,True,True
S11558,BMS Institute of Technology,False,True,False
S11559,BMS Institute of Technology,True,True,True
S11560,RV College of Engineering,True,True,True
S11561,New Horizon College of Engineering,True,True,True
S11562,New Horizon College of Engineering,True,True,True
S11563,RV College of Engineering,True,True,True
S11564,Dayananda Sagar College of Engineering,True,True,False
S11565,BMS Institute of Technology,True,True,True
S11566,New Horizon College of Engineering,True,True,False
S11567,New Horizon College of Engineering,True,True,True
S11568,CMR Institute of Technology,True,True,False
S11569,Dayananda Sagar College of Engineering,True,True,False
S11570,New Horizon College of Engineering,True,True,True
S11571,New Horizon College of Engineering,True,True,False
S11572,BMS Institute of Technology,True,True,True
S11573,Dayananda Sagar College of Engineering,True,True,False
S11574,CMR Institute of Technology,True,True,False
S11575,BMS Institute of Technology,True,True,False
S11576,RV College of Engineering,True,True,True
S11577,RV College of Engineering,True,True,True
S11578,RV College of Engineering,True,True,False
S11579,RV College of Engineering,True,False,False
S11580,RV College of Engineering,True,True,False
S11581,CMR Institute of Technology,True,True,True
S11582,CMR Institute of Technology,True,True,True
S11583,BMS Institute of Technology,True,True,False
S11584,CMR Institute of Technology,True,True,True
S11585,BMS Institute of Technology,True,True,False
S11586,New Horizon College of Engineering,True,True,False
S11587,RV College of Engineering,True,True,True
S11588,New Horizon College of Engineering,True,True,False
S11589,CMR Institute of Technology,True,True,True
S11590,RV College of Engineering,True,True,False
S11591,PES University,True,True,False
S11592,RV College of Engineering,True,True,True
S11593,Dayananda Sagar College of Engineering,True,True,False
S11594,RV College of Engineering,True,True,True
S11595,RV College of Engineering,True,True,False
S11596,PES University,True,False,False
S11597,New Horizon College of Engineering,True,True,True
S11598,New Horizon College of Engineering,True,True,False
S11599,BMS Institute of Technology,True,False,False
S11600,PES University,True,True,False
S11601,PES University,True,True,True
S11602,BMS Institute of Technology,True,True,True
S11603,BMS Institute of Technology,True,True,True
S11604,CMR Institute of Technology,True,True,True
S11605,PES University,True,True,True
S11606,CMR Institute of Technology,True,True,True
S11607,RV College of Engineering,True,True,True
S11608,RV College of Engineering,True,True,True
S11609,RV College of Engineering,True,True,False
S11610,New Horizon College of Engineering,True,True,False
S11611,Dayananda Sagar College of Engineering,True,True,True
S11612,PES University,True,True,True
S11613,CMR Institute of Technology,True,True,False
S11614,CMR Institute of Technology,True,True,False
S11615,PES University,True,True,False
S11616,PES University,True,True,False
S11617,CMR Institute of Technology,True,True,True
S11618,BMS Institute of Technology,True,True,True
S11619,RV College of Engineering,True,True,True
S11620,RV College of Engineering,True,False,False
S11621,Dayananda Sagar College of Engineering,True,True,True
S11622,RV College of Engineering,True,True,True
S11623,New Horizon College of Engineering,False,True,False
S11624,PES University,True,True,True
S11625,CMR Institute of Technology,True,False,False
S11626,BMS Institute of Technology,True,True,False
S11627,BMS Institute of Technology,True,True,True
S11628,New Horizon College of Engineering,True,True,False
S11629,CMR Institute of Technology,True,True,True
S11630,Dayananda Sagar College of Engineering,True,False,False
S11631,New Horizon College of Engineering,True,True,True
S11632,PES University,True,True,True
S11633,PES University,True,True,True
S11634,Dayananda Sagar College of Engineering,True,True,True
S11635,New Horizon College of Engineering,True,True,False
S11636,New Horizon College of Engineering,True,True,True
S11637,PES University,True,True,False
S11638,CMR Institute of Technology,True,True,True
S11639,PES University,True,True,False
S11640,BMS Institute of Technology,True,False,False
S11641,New Horizon College of Engineering,True,False,False
S11642,CMR Institute of Technology,True,False,False
S11643,PES University,True,True,False
S11644,Dayananda Sagar College of Engineering,True,True,True
S11645,PES University,True,True,True
S11646,CMR Institute of Technology,True,True,True
S11647,BMS Institute of Technology,True,True,True
S11648,BMS Institute of Technology,True,True,False
S11649,PES University,True,True,True
S11650,CMR Institute of Technology,False,False,False
S11651,New Horizon College of Engineering,False,True,False
S11652,PES University,True,True,False
S11653,New Horizon College of Engineering,True,True,False
S11654,PES University,True,True,True
S11655,Dayananda Sagar College of Engineering,True,True,True
S11656,PES University,True,True,True
S11657,PES University,True,True,False
S11658,PES University,True,True,True
S11659,Dayananda Sagar College of Engineering,True,True,True
S11660,PES University,True,True,False
S11661,New Horizon College of Engineering,True,True,True
S11662,Dayananda Sagar College of Engineering,True,True,True
S11663,New Horizon College of Engineering,True,True,True
S11664,CMR Institute of Technology,True,True,True
S11665,RV College of Engineering,True,True,True
S11666,PES University,True,True,True
S11667,PES University,True,True,True
S11668,BMS Institute of Technology,True,True,False
S11669,BMS Institute of Technology,True,True,False
S11670,Dayananda Sagar College of Engineering,False,True,False
S11671,New Horizon College of Engineering,True,True,True
S11672,BMS Institute of Technology,True,True,True
S11673,PES University,True,True,True
S11674,PES University,True,True,False
S11675,PES University,True,True,True
S11676,BMS Institute of Technology,True,True,True
S11677,PES University,True,True,True
S11678,PES University,True,True,True
S11679,Dayananda Sagar College of Engineering,True,False,False
S11680,RV College of Engineering,True,True,True
S11681,CMR Institute of Technology,True,True,True
S11682,PES University,True,True,True
S11683,BMS Institute of Technology,True,True,False
S11684,CMR Institute of Technology,True,True,False
S11685,BMS Institute of Technology,True,True,True
S11686,CMR Institute of Technology,True,True,True
S11687,PES University,True,True,True
S11688,Dayananda Sagar College of Engineering,True,True,True
S11689,CMR Institute of Technology,True,False,False
S11690,CMR Institute of Technology,True,True,True
S11691,PES University,True,True,True
S11692,PES University,True,True,True
S11693,BMS Institute of Technology,True,True,True
S11694,New Horizon College of Engineering,True,True,True
S11695,CMR Institute of Technology,True,True,True
S11696,Dayananda Sagar College of Engineering,True,True,False
S11697,PES University,True,True,True
S11698,Dayananda Sagar College of Engineering,True,True,True
S11699,RV College of Engineering,True,True,True
S11700,RV College of Engineering,True,True,True
S11701,New Horizon College of Engineering,True,True,True
S11702,New Horizon College of Engineering,True,True,False
S11703,Dayananda Sagar College of Engineering,True,True,True
S11704,PES University,True,True,True
S11705,PES University,True,True,False
S11706,CMR Institute of Technology,True,True,True
S11707,Dayananda Sagar College of Engineering,True,True,True
S11708,RV College of Engineering,True,False,False
S11709,RV College of Engineering,True,True,True
S11710,BMS Institute of Technology,True,True,True
S11711,RV College of Engineering,False,True,False
S11712,CMR Institute of Technology,False,True,False
S11713,PES University,True,True,True
S11714,CMR Institute of Technology,True,True,True
S11715,PES University,True,True,True
S11716,CMR Institute of Technology,True,True,False
S11717,New Horizon College of Engineering,True,False,False
S11718,BMS Institute of Technology,False,True,False
S11719,New Horizon College of Engineering,True,False,False
S11720,CMR Institute of Technology,True,True,True
S11721,Dayananda Sagar College of Engineering,True,True,False
S11722,PES University,True,True,False
S11723,BMS Institute of Technology,True,False,False
S11724,CMR Institute of Technology,True,True,True
S11725,BMS Institute of Technology,True,True,True
S11726,New Horizon College of Engineering,True,True,True
S11727,RV College of Engineering,True,True,True
S11728,CMR Institute of Technology,False,True,False
S11729,BMS Institute of Technology,True,True,True
S11730,Dayananda Sagar College of Engineering,True,True,True
S11731,BMS Institute of Technology,True,True,False
S11732,PES University,True,True,True
S11733,CMR Institute of Technology,True,True,False
S11734,PES University,True,True,False
S11735,Dayananda Sagar College of Engineering,True,True,True
S11736,CMR Institute of Technology,True,True,False
S11737,BMS Institute of Technology,True,True,True
S11738,New Horizon College of Engineering,True,True,False
S11739,BMS Institute of Technology,True,True,True
S11740,RV College of Engineering,True,True,True
S11741,PES University,True,True,True
S11742,New Horizon College of Engineering,True,True,True
S11743,BMS Institute of Technology,True,True,True
S11744,BMS Institute of Technology,True,True,True
S11745,Dayananda Sagar College of Engineering,True,True,True
S11746,BMS Institute of Technology,True,False,False
S11747,RV College of Engineering,True,True,True
S11748,Dayananda Sagar College of Engineering,True,False,False
S11749,BMS Institute of Technology,True,True,True
S11750,BMS Institute of Technology,True,True,False
S11751,PES University,True,False,False
S11752,PES University,True,True,True
S11753,BMS Institute of Technology,True,True,True
S11754,PES University,True,True,False
S11755,RV College of Engineering,True,True,True
S11756,BMS Institute of Technology,True,True,True
S11757,New Horizon College of Engineering,True,True,False
S11758,CMR Institute of Technology,True,True,True
S11759,New Horizon College of Engineering,True,True,True
S11760,BMS Institute of Technology,True,True,True
S11761,RV College of Engineering,True,True,True
S11762,Dayananda Sagar College of Engineering,True,True,True
S11763,BMS Institute of Technology,True,False,False
S11764,BMS Institute of Technology,True,True,False
S11765,New Horizon College of Engineering,True,True,True
S11766,Dayananda Sagar College of Engineering,True,True,True
S11767,CMR Institute of Technology,True,True,True
S11768,RV College of Engineering,True,True,False
S11769,Dayananda Sagar College of Engineering,True,True,True
S11770,New Horizon College of Engineering,True,True,True
S11771,CMR Institute of Technology,True,True,False
S11772,RV College of Engineering,True,True,False
S11773,RV College of Engineering,True,True,True
S11774,Dayananda Sagar College of Engineering,True,True,True
S11775,New Horizon College of Engineering,True,True,False
S11776,RV College of Engineering,True,True,True
S11777,BMS Institute of Technology,True,False,False
S11778,RV College of Engineering,True,True,True
S11779,New Horizon College of Engineering,True,True,False
S11780,New Horizon College of Engineering,True,True,False
S11781,PES University,True,True,True
S11782,PES University,True,True,False
S11783,PES University,True,True,True
S11784,New Horizon College of Engineering,True,True,False
S11785,CMR Institute of Technology,True,True,True
S11786,RV College of Engineering,True,True,True
S11787,CMR Institute of Technology,False,True,False
S11788,New Horizon College of Engineering,True,True,False
S11789,CMR Institute of Technology,True,True,False
S11790,New Horizon College of Engineering,True,True,True
S11791,BMS Institute of Technology,True,True,True
S11792,New Horizon College of Engineering,True,True,True
S11793,CMR Institute of Technology,True,False,False
S11794,CMR Institute of Technology,True,True,True
S11795,New Horizon College of Engineering,True,True,False
S11796,New Horizon College of Engineering,True,True,False
S11797,BMS Institute of Technology,True,True,True
S11798,Dayananda Sagar College of Engineering,True,True,False
S11799,Dayananda Sagar College of Engineering,True,True,True
S11800,CMR Institute of Technology,True,True,True
S11801,PES University,True,True,True
S11802,BMS Institute of Technology,True,True,True
S11803,New Horizon College of Engineering,True,True,True
S11804,RV College of Engineering,True,True,True
S11805,RV College of Engineering,True,True,True
S11806,New Horizon College of Engineering,True,True,True
S11807,New Horizon College of Engineering,True,False,False
S11808,New Horizon College of Engineering,True,True,True
S11809,CMR Institute of Technology,True,True,True
S11810,PES University,True,True,True
S11811,CMR Institute of Technology,True,True,True
S11812,RV College of Engineering,True,True,False
S11813,RV College of Engineering,True,True,True
S11814,BMS Institute of Technology,True,True,True
S11815,Dayananda Sagar College of Engineering,True,True,True
S11816,BMS Institute of Technology,True,True,True
S11817,BMS Institute of Technology,True,True,False
S11818,BMS Institute of Technology,True,True,False
S11819,Dayananda Sagar College of Engineering,True,False,False
S11820,New Horizon College of Engineering,True,True,True
S11821,New Horizon College of Engineering,True,True,True
S11822,New Horizon College of Engineering,True,False,False
S11823,Dayananda Sagar College of Engineering,False,True,False
S11824,CMR Institute of Technology,True,False,False
S11825,CMR Institute of Technology,True,True,True
S11826,BMS Institute of Technology,True,True,True
S11827,RV College of Engineering,True,False,False
S11828,CMR Institute of Technology,True,True,True
S11829,CMR Institute of Technology,True,True,True
S11830,RV College of Engineering,True,True,False
S11831,BMS Institute of Technology,True,True,False
S11832,Dayananda Sagar College of Engineering,True,True,False
S11833,New Horizon College of Engineering,True,True,False
S11834,CMR Institute of Technology,True,True,True
S11835,RV College of Engineering,True,False,False
S11836,CMR Institute of Technology,True,True,False
S11837,BMS Institute of Technology,True,True,True
S11838,Dayananda Sagar College of Engineering,True,True,True
S11839,Dayananda Sagar College of Engineering,True,True,True
S11840,RV College of Engineering,True,True,True
S11841,PES University,True,True,True
S11842,BMS Institute of Technology,True,True,True
S11843,New Horizon College of Engineering,True,True,True
S11844,CMR Institute of Technology,True,True,False
S11845,CMR Institute of Technology,True,True,False
S11846,CMR Institute of Technology,True,True,True
S11847,Dayananda Sagar College of Engineering,True,False,False
S11848,Dayananda Sagar College of Engineering,True,False,False
S11849,New Horizon College of Engineering,True,True,False
S11850,CMR Institute of Technology,True,False,False
S11851,Dayananda Sagar College of Engineering,True,True,True
S11852,PES University,True,True,True
S11853,PES University,True,True,True
S11854,PES University,True,True,False
S11855,BMS Institute of Technology,True,True,True
S11856,BMS Institute of Technology,True,True,False
S11857,PES University,True,True,True
S11858,RV College of Engineering,True,True,True
S11859,CMR Institute of Technology,True,True,True
S11860,PES University,True,True,True
S11861,BMS Institute of Technology,True,True,True
S11862,CMR Institute of Technology,True,True,True
S11863,PES University,True,True,False
S11864,Dayananda Sagar College of Engineering,False,True,False
S11865,New Horizon College of Engineering,True,True,True
S11866,PES University,True,True,True
S11867,BMS Institute of Technology,True,True,False
S11868,CMR Institute of Technology,True,True,True
S11869,Dayananda Sagar College of Engineering,True,True,True
S11870,PES University,True,True,False
S11871,BMS Institute of Technology,True,True,True
S11872,BMS Institute of Technology,False,False,False
S11873,Dayananda Sagar College of Engineering,True,True,False
S11874,RV College of Engineering,True,True,True
S11875,New Horizon College of Engineering,True,True,True
S11876,New Horizon College of Engineering,True,True,True
S11877,PES University,True,True,True
S11878,RV College of Engineering,True,True,True
S11879,New Horizon College of Engineering,True,True,True
S11880,Dayananda Sagar College of Engineering,True,True,False
S11881,PES University,True,True,False
S11882,Dayananda Sagar College of Engineering,True,True,True
S11883,Dayananda Sagar College of Engineering,True,True,True
S11884,CMR Institute of Technology,True,True,True
S11885,New Horizon College of Engineering,True,True,False
S11886,New Horizon College of Engineering,True,True,False
S11887,CMR Institute of Technology,True,True,True
S11888,RV College of Engineering,True,True,True
S11889,Dayananda Sagar College of Engineering,True,True,True
S11890,Dayananda Sagar College of Engineering,True,True,False
S11891,PES University,True,True,False
S11892,Dayananda Sagar College of Engineering,True,True,True
S11893,CMR Institute of Technology,True,True,True
S11894,CMR Institute of Technology,True,True,False
S11895,RV College of Engineering,True,True,True
S11896,Dayananda Sagar College of Engineering,True,False,False
S11897,CMR Institute of Technology,True,True,True
S11898,Dayananda Sagar College of Engineering,True,True,False
S11899,RV College of Engineering,True,True,False
S11900,New Horizon College of Engineering,True,True,True
S11901,CMR Institute of Technology,True,True,True
S11902,New Horizon College of Engineering,True,True,False
S11903,RV College of Engineering,True,True,True
S11904,BMS Institute of Technology,True,False,False
S11905,PES University,True,True,True
S11906,PES University,True,True,False
S11907,RV College of Engineering,True,True,False
S11908,Dayananda Sagar College of Engineering,True,False,False
S11909,BMS Institute of Technology,True,False,False
S11910,RV College of Engineering,True,True,False
S11911,RV College of Engineering,True,True,True
S11912,Dayananda Sagar College of Engineering,True,True,False
S11913,BMS Institute of Technology,True,True,True
S11914,BMS Institute of Technology,False,True,False
S11915,PES University,True,True,False
S11916,Dayananda Sagar College of Engineering,True,True,False
S11917,RV College of Engineering,True,True,False
S11918,RV College of Engineering,True,True,True
S11919,Dayananda Sagar College of Engineering,True,True,False
S11920,CMR Institute of Technology,True,True,True
S11921,New Horizon College of Engineering,True,True,True
S11922,CMR Institute of Technology,True,True,True
S11923,New Horizon College of Engineering,True,True,False
S11924,BMS Institute of Technology,True,False,False
S11925,New Horizon College of Engineering,True,True,False
S11926,CMR Institute of Technology,True,True,True
S11927,New Horizon College of Engineering,True,True,False
S11928,BMS Institute of Technology,True,True,True
S11929,CMR Institute of Technology,True,True,False
S11930,CMR Institute of Technology,True,True,True
S11931,Dayananda Sagar College of Engineering,True,True,True
S11932,Dayananda Sagar College of Engineering,True,True,False
S11933,CMR Institute of Technology,True,True,False
S11934,RV College of Engineering,True,True,True
S11935,CMR Institute of Technology,True,True,False
S11936,New Horizon College of Engineering,True,True,True
S11937,BMS Institute of Technology,True,True,True
S11938,PES University,False,True,False
S11939,Dayananda Sagar College of Engineering,True,True,False
S11940,PES University,True,True,False
S11941,New Horizon College of Engineering,True,False,False
S11942,CMR Institute of Technology,True,True,False
S11943,PES University,True,True,True
S11944,New Horizon College of Engineering,True,True,False
S11945,BMS Institute of Technology,True,True,True
S11946,CMR Institute of Technology,True,True,True
S11947,CMR Institute of Technology,True,True,False
S11948,RV College of Engineering,True,True,False
S11949,CMR Institute of Technology,True,True,False
S11950,PES University,True,True,False
S11951,PES University,True,True,True
S11952,BMS Institute of Technology,True,True,False
S11953,PES University,False,True,False
S11954,BMS Institute of Technology,True,True,False
S11955,New Horizon College of Engineering,True,True,False
S11956,RV College of Engineering,True,True,True
S11957,RV College of Engineering,True,True,True
S11958,Dayananda Sagar College of Engineering,True,True,False
S11959,PES University,False,True,False
S11960,RV College of Engineering,True,False,False
S11961,RV College of Engineering,True,True,False
S11962,CMR Institute of Technology,True,True,True
S11963,New Horizon College of Engineering,True,True,True
S11964,RV College of Engineering,True,True,True
S11965,New Horizon College of Engineering,True,True,True
S11966,Dayananda Sagar College of Engineering,True,True,True
S11967,CMR Institute of Technology,True,True,True
S11968,RV College of Engineering,True,True,True
S11969,RV College of Engineering,True,True,False
S11970,RV College of Engineering,True,True,True
S11971,Dayananda Sagar College of Engineering,True,True,True
S11972,New Horizon College of Engineering,True,True,True
S11973,Dayananda Sagar College of Engineering,False,True,False
S11974,New Horizon College of Engineering,True,True,True
S11975,PES University,True,True,True
S11976,CMR Institute of Technology,True,True,True
S11977,PES University,True,True,True
S11978,BMS Institute of Technology,True,True,True
S11979,CMR Institute of Technology,True,True,True
S11980,BMS Institute of Technology,True,True,True
S11981,BMS Institute of Technology,True,True,False
S11982,Dayananda Sagar College of Engineering,True,True,False
S11983,CMR Institute of Technology,True,True,True
S11984,CMR Institute of Technology,True,True,True
S11985,Dayananda Sagar College of Engineering,True,True,False
S11986,Dayananda Sagar College of Engineering,True,True,True
S11987,PES University,True,True,False
S11988,New Horizon College of Engineering,False,True,False
S11989,CMR Institute of Technology,True,False,False
S11990,PES University,True,False,False
S11991,New Horizon College of Engineering,True,True,False
S11992,PES University,True,True,True
S11993,RV College of Engineering,True,True,True
S11994,PES University,True,True,False
S11995,PES University,True,False,False
S11996,PES University,True,True,True
S11997,Dayananda Sagar College of Engineering,True,True,True
S11998,CMR Institute of Technology,True,True,False
S11999,PES University,True,True,True
S12000,RV College of Engineering,False,True,False
S12001,Dayananda Sagar College of Engineering,True,True,False
S12002,BMS Institute of Technology,True,False,False
S12003,New Horizon College of Engineering,True,True,False
S12004,PES University,True,True,False
S12005,PES University,True,True,True
S12006,New Horizon College of Engineering,True,True,False
S12007,BMS Institute of Technology,True,True,True
S12008,BMS Institute of Technology,True,True,True
S12009,CMR Institute of Technology,True,True,True
S12010,PES University,True,True,True
S12011,New Horizon College of Engineering,True,True,True
S12012,BMS Institute of Technology,True,True,True
S12013,PES University,True,True,True
S12014,New Horizon College of Engineering,True,True,False
S12015,Dayananda Sagar College of Engineering,True,False,False
S12016,RV College of Engineering,True,True,True
S12017,CMR Institute of Technology,True,True,False
S12018,RV College of Engineering,True,True,True
S12019,New Horizon College of Engineering,True,True,True
S12020,New Horizon College of Engineering,True,True,True
S12021,New Horizon College of Engineering,True,True,False
S12022,New Horizon College of Engineering,True,True,False
S12023,New Horizon College of Engineering,True,True,True
S12024,BMS Institute of Technology,True,True,True
S12025,New Horizon College of Engineering,True,True,False
S12026,CMR Institute of Technology,True,True,False
S12027,CMR Institute of Technology,True,True,True
S12028,RV College of Engineering,True,True,True
