student_id,college_id,college,city,branch,cgpa,active_backlogs,profile_complete,documents_verified,eligible,registered_at
STU01216,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,8.93,1,True,True,False,2026-08-05T12:53
STU01217,COL006,CMR Institute of Technology,Bangalore,CSE,8.19,1,True,True,False,2026-07-16T19:15
STU01218,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,8.31,0,True,True,True,2026-07-11T18:22
STU01219,COL003,PES University,Bangalore,EEE,7.81,2,True,True,False,2026-07-11T14:49
STU01220,COL002,RV College of Engineering,Bangalore,ISE,7.4,0,True,True,True,2026-07-23T16:53
STU01221,COL001,BMS Institute of Technology,Bangalore,CSE,7.27,0,True,True,True,2026-08-18T15:54
STU01222,COL003,PES University,Bangalore,CSE,8.25,0,True,True,True,2026-07-05T17:36
STU01223,COL005,New Horizon College of Engineering,Bangalore,ECE,7.35,0,True,True,True,2026-07-19T09:15
STU01224,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.66,0,True,True,True,2026-08-12T16:02
STU01225,COL005,New Horizon College of Engineering,Bangalore,CSE,7.96,0,True,True,True,2026-07-15T19:18
STU01226,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.37,0,True,True,True,2026-07-26T17:43
STU01227,COL001,BMS Institute of Technology,Bangalore,ISE,7.71,0,True,True,True,2026-07-31T15:38
STU01228,COL005,New Horizon College of Engineering,Bangalore,EEE,8.07,2,False,True,False,2026-08-12T15:49
STU01229,COL001,BMS Institute of Technology,Bangalore,ECE,8.18,1,True,True,False,2026-07-11T14:03
STU01230,COL003,PES University,Bangalore,ME,7.07,0,True,True,True,2026-08-10T16:07
STU01231,COL003,PES University,Bangalore,AI&ML,6.12,1,True,True,False,2026-07-26T16:09
STU01232,COL006,CMR Institute of Technology,Bangalore,AI&ML,7.71,0,False,True,False,2026-07-07T18:47
STU01233,COL002,RV College of Engineering,Bangalore,EEE,6.42,0,True,True,False,2026-08-25T12:17
STU01234,COL005,New Horizon College of Engineering,Bangalore,EEE,7.21,0,True,False,False,2026-07-20T20:08
STU01235,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,9.13,0,True,True,True,2026-07-11T17:10
STU01236,COL005,New Horizon College of Engineering,Bangalore,ME,9.4,0,True,True,True,2026-07-05T12:05
STU01237,COL001,BMS Institute of Technology,Bangalore,EEE,6.46,1,True,True,False,2026-08-21T10:59
STU01238,COL006,CMR Institute of Technology,Bangalore,CSE,7.81,0,True,True,True,2026-07-02T12:21
STU01239,COL003,PES University,Bangalore,ISE,6.81,2,True,True,False,2026-07-25T18:33
STU01240,COL002,RV College of Engineering,Bangalore,ISE,7.92,0,True,True,True,2026-07-16T18:49
STU01241,COL005,New Horizon College of Engineering,Bangalore,ECE,8.31,0,True,True,True,2026-07-18T09:45
STU01242,COL005,New Horizon College of Engineering,Bangalore,ISE,6.49,0,True,True,False,2026-07-16T20:54
STU01243,COL002,RV College of Engineering,Bangalore,ME,8.16,2,True,False,False,2026-07-04T10:14
STU01244,COL003,PES University,Bangalore,ME,7.62,0,True,True,True,2026-08-23T14:38
STU01245,COL001,BMS Institute of Technology,Bangalore,ME,7.17,0,True,True,True,2026-07-08T09:17
STU01246,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.65,0,True,True,True,2026-07-01T11:59
STU01247,COL003,PES University,Bangalore,AI&ML,6.44,0,True,True,False,2026-08-11T12:40
STU01248,COL006,CMR Institute of Technology,Bangalore,CSE,7.27,0,True,True,True,2026-08-13T17:57
STU01249,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.99,2,True,True,False,2026-08-24T14:48
STU01250,COL003,PES University,Bangalore,EEE,7.99,0,True,True,True,2026-08-11T11:10
STU01251,COL001,BMS Institute of Technology,Bangalore,ECE,7.63,0,True,True,True,2026-08-17T18:16
STU01252,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,8.02,0,True,True,True,2026-08-18T20:24
STU01253,COL002,RV College of Engineering,Bangalore,ECE,8.13,0,True,False,False,2026-07-16T14:57
STU01254,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.58,0,True,True,True,2026-08-10T10:10
STU01255,COL003,PES University,Bangalore,ME,8.35,2,False,True,False,2026-07-08T16:26
STU01256,COL002,RV College of Engineering,Bangalore,ISE,8.74,0,True,True,True,2026-08-03T19:35
STU01257,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,9.04,0,True,False,False,2026-08-02T20:49
STU01258,COL002,RV College of Engineering,Bangalore,ME,8.42,0,True,True,True,2026-07-29T14:55
STU01259,COL003,PES University,Bangalore,ECE,8.17,1,True,True,False,2026-08-09T18:25
STU01260,COL005,New Horizon College of Engineering,Bangalore,ECE,8.77,2,True,True,False,2026-08-22T20:55
STU01261,COL003,PES University,Bangalore,EEE,7.52,0,True,True,True,2026-07-04T12:34
STU01262,COL005,New Horizon College of Engineering,Bangalore,ISE,7.08,0,True,True,True,2026-08-02T16:03
STU01263,COL005,New Horizon College of Engineering,Bangalore,AI&ML,6.95,0,False,True,False,2026-07-25T16:50
STU01264,COL002,RV College of Engineering,Bangalore,ECE,8.5,1,True,True,False,2026-07-10T13:05
STU01265,COL005,New Horizon College of Engineering,Bangalore,ME,7.78,0,True,True,True,2026-07-22T17:17
STU01266,COL006,CMR Institute of Technology,Bangalore,ECE,7.81,0,True,True,True,2026-08-04T19:05
STU01267,COL006,CMR Institute of Technology,Bangalore,ISE,7.15,0,False,True,False,2026-08-23T11:50
STU01268,COL001,BMS Institute of Technology,Bangalore,ECE,7.58,0,True,True,True,2026-07-24T10:24
STU01269,COL001,BMS Institute of Technology,Bangalore,CSE,7.79,0,True,False,False,2026-08-09T18:54
STU01270,COL002,RV College of Engineering,Bangalore,ECE,8.04,0,True,True,True,2026-07-02T13:19
STU01271,COL002,RV College of Engineering,Bangalore,AI&ML,6.44,0,True,False,False,2026-08-07T13:15
STU01272,COL003,PES University,Bangalore,CSE,7.49,0,True,True,True,2026-08-24T19:20
STU01273,COL001,BMS Institute of Technology,Bangalore,ECE,7.05,1,True,False,False,2026-08-09T12:13
STU01274,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.73,0,True,True,True,2026-08-14T20:43
STU01275,COL001,BMS Institute of Technology,Bangalore,CSE,7.66,0,True,True,True,2026-07-25T15:57
STU01276,COL005,New Horizon College of Engineering,Bangalore,ME,7.02,0,True,True,True,2026-07-27T15:53
STU01277,COL001,BMS Institute of Technology,Bangalore,ISE,7.72,0,True,True,True,2026-08-11T19:19
STU01278,COL001,BMS Institute of Technology,Bangalore,CSE,6.6,0,True,True,True,2026-08-17T13:59
STU01279,COL002,RV College of Engineering,Bangalore,ME,6.78,0,True,True,True,2026-07-29T13:38
STU01280,COL003,PES University,Bangalore,ME,6.08,0,True,True,False,2026-08-15T17:46
STU01281,COL003,PES University,Bangalore,AI&ML,7.96,0,True,True,True,2026-07-26T20:16
STU01282,COL003,PES University,Bangalore,ME,7.67,0,True,True,True,2026-07-15T16:56
STU01283,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.4,0,True,True,True,2026-07-21T14:17
STU01284,COL002,RV College of Engineering,Bangalore,ISE,8.77,0,True,True,True,2026-08-11T11:12
STU01285,COL002,RV College of Engineering,Bangalore,CSE,7.13,0,True,True,True,2026-07-03T10:15
STU01286,COL006,CMR Institute of Technology,Bangalore,ME,8.16,0,True,True,True,2026-08-04T12:37
STU01287,COL001,BMS Institute of Technology,Bangalore,AI&ML,8.74,0,True,True,True,2026-07-23T19:21
STU01288,COL001,BMS Institute of Technology,Bangalore,ISE,8.07,1,True,True,False,2026-07-19T09:34
STU01289,COL005,New Horizon College of Engineering,Bangalore,ME,8.0,0,False,True,False,2026-07-28T19:16
STU01290,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.94,0,True,True,True,2026-08-04T17:03
STU01291,COL001,BMS Institute of Technology,Bangalore,ME,7.32,0,True,True,True,2026-07-29T09:55
STU01292,COL005,New Horizon College of Engineering,Bangalore,ECE,6.7,0,True,True,True,2026-07-05T09:40
STU01293,COL002,RV College of Engineering,Bangalore,EEE,8.43,0,True,True,True,2026-08-16T19:13
STU01294,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.03,2,True,True,False,2026-07-05T12:08
STU01295,COL005,New Horizon College of Engineering,Bangalore,ECE,8.12,0,True,True,True,2026-07-28T10:18
STU01296,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,6.91,1,True,True,False,2026-07-10T17:37
STU01297,COL005,New Horizon College of Engineering,Bangalore,ECE,7.94,0,True,True,True,2026-07-28T18:02
STU01298,COL003,PES University,Bangalore,AI&ML,7.57,0,True,True,True,2026-08-11T17:19
STU01299,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,9.02,0,True,True,True,2026-07-23T13:50
STU01300,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.87,0,True,True,True,2026-08-09T14:10
STU01301,COL003,PES University,Bangalore,CSE,9.32,0,True,True,True,2026-08-08T18:30
STU01302,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,8.44,1,True,True,False,2026-08-14T12:46
STU01303,COL005,New Horizon College of Engineering,Bangalore,ECE,7.59,0,True,True,True,2026-08-14T13:29
STU01304,COL002,RV College of Engineering,Bangalore,EEE,7.71,0,True,True,True,2026-08-13T19:28
STU01305,COL001,BMS Institute of Technology,Bangalore,ME,7.72,0,True,True,True,2026-08-18T13:42
STU01306,COL002,RV College of Engineering,Bangalore,AI&ML,8.33,0,True,True,True,2026-08-25T10:17
STU01307,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,8.28,0,True,True,True,2026-07-23T16:02
STU01308,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.75,0,True,True,True,2026-07-22T10:56
STU01309,COL003,PES University,Bangalore,EEE,8.08,0,True,True,True,2026-08-11T20:13
STU01310,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.58,0,True,True,True,2026-08-03T09:28
STU01311,COL005,New Horizon College of Engineering,Bangalore,EEE,7.94,0,True,True,True,2026-07-11T14:52
STU01312,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.14,0,False,True,False,2026-08-02T19:52
STU01313,COL003,PES University,Bangalore,AI&ML,7.79,2,True,True,False,2026-07-23T13:27
STU01314,COL003,PES University,Bangalore,ECE,8.05,1,True,True,False,2026-07-05T18:26
STU01315,COL002,RV College of Engineering,Bangalore,ECE,7.66,0,True,True,True,2026-08-12T18:57
STU01316,COL001,BMS Institute of Technology,Bangalore,AI&ML,8.16,0,True,True,True,2026-07-01T15:57
STU01317,COL006,CMR Institute of Technology,Bangalore,CSE,6.51,0,True,True,True,2026-07-20T14:38
STU01318,COL006,CMR Institute of Technology,Bangalore,AI&ML,8.05,0,True,True,True,2026-08-13T16:09
STU01319,COL002,RV College of Engineering,Bangalore,ECE,7.99,1,True,True,False,2026-07-04T15:39
STU01320,COL006,CMR Institute of Technology,Bangalore,ME,7.67,0,True,True,True,2026-08-06T20:21
STU01321,COL002,RV College of Engineering,Bangalore,ECE,8.22,0,True,True,True,2026-07-12T09:25
STU01322,COL005,New Horizon College of Engineering,Bangalore,ME,7.16,0,True,False,False,2026-08-21T10:08
STU01323,COL003,PES University,Bangalore,ECE,7.26,1,True,True,False,2026-08-16T11:17
STU01324,COL006,CMR Institute of Technology,Bangalore,ECE,7.56,1,True,True,False,2026-07-13T19:20
STU01325,COL006,CMR Institute of Technology,Bangalore,EEE,8.42,1,True,True,False,2026-08-11T09:03
STU01326,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.32,0,True,True,True,2026-07-30T10:33
STU01327,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.48,0,True,True,True,2026-07-29T15:16
STU01328,COL001,BMS Institute of Technology,Bangalore,ME,7.59,0,True,True,True,2026-07-22T14:30
STU01329,COL001,BMS Institute of Technology,Bangalore,CSE,7.98,0,True,True,True,2026-07-20T15:08
STU01330,COL006,CMR Institute of Technology,Bangalore,CSE,9.08,0,True,True,True,2026-08-03T17:22
STU01331,COL001,BMS Institute of Technology,Bangalore,CSE,7.17,0,True,True,True,2026-07-17T10:00
STU01332,COL003,PES University,Bangalore,ECE,7.5,0,True,True,True,2026-08-21T11:35
STU01333,COL005,New Horizon College of Engineering,Bangalore,ISE,7.81,1,True,True,False,2026-07-09T18:29
STU01334,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,7.66,0,True,True,True,2026-07-12T13:27
STU01335,COL005,New Horizon College of Engineering,Bangalore,EEE,7.2,0,True,True,True,2026-07-27T12:28
STU01336,COL003,PES University,Bangalore,ECE,8.27,0,True,True,True,2026-07-19T14:25
STU01337,COL003,PES University,Bangalore,ISE,7.37,1,True,True,False,2026-07-26T11:22
STU01338,COL003,PES University,Bangalore,AI&ML,7.25,0,True,True,True,2026-07-18T20:28
STU01339,COL005,New Horizon College of Engineering,Bangalore,EEE,6.38,0,True,True,False,2026-07-31T19:48
STU01340,COL006,CMR Institute of Technology,Bangalore,CSE,6.99,0,True,True,True,2026-07-15T20:04
STU01341,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.33,1,True,True,False,2026-07-24T11:55
STU01342,COL005,New Horizon College of Engineering,Bangalore,ME,7.68,0,True,True,True,2026-07-14T18:06
STU01343,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.24,1,False,True,False,2026-07-18T17:22
STU01344,COL001,BMS Institute of Technology,Bangalore,ECE,7.26,0,True,True,True,2026-08-07T15:39
STU01345,COL006,CMR Institute of Technology,Bangalore,ME,7.98,0,True,True,True,2026-07-16T16:04
STU01346,COL005,New Horizon College of Engineering,Bangalore,CSE,6.73,0,True,True,True,2026-07-07T13:58
STU01347,COL005,New Horizon College of Engineering,Bangalore,ME,7.59,0,True,True,True,2026-08-15T09:14
STU01348,COL002,RV College of Engineering,Bangalore,CSE,7.04,0,True,True,True,2026-07-30T10:27
STU01349,COL001,BMS Institute of Technology,Bangalore,ME,8.34,0,True,True,True,2026-07-30T17:05
STU01350,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.29,0,True,False,False,2026-07-27T21:00
STU01351,COL001,BMS Institute of Technology,Bangalore,EEE,8.02,0,True,True,True,2026-07-24T20:23
STU01352,COL003,PES University,Bangalore,ISE,7.7,0,True,True,True,2026-07-30T19:49
STU01353,COL003,PES University,Bangalore,AI&ML,8.19,0,True,True,True,2026-07-25T16:25
STU01354,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,6.54,0,True,True,True,2026-08-01T16:19
STU01355,COL005,New Horizon College of Engineering,Bangalore,EEE,7.04,0,True,True,True,2026-07-22T11:27
STU01356,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.27,0,True,True,True,2026-07-01T10:14
STU01357,COL006,CMR Institute of Technology,Bangalore,ECE,8.08,0,True,False,False,2026-08-02T09:02
STU01358,COL005,New Horizon College of Engineering,Bangalore,ME,7.14,0,True,True,True,2026-07-27T17:07
STU01359,COL006,CMR Institute of Technology,Bangalore,CSE,7.53,0,True,False,False,2026-07-15T09:48
STU01360,COL003,PES University,Bangalore,ISE,6.15,1,True,True,False,2026-07-11T20:19
STU01361,COL005,New Horizon College of Engineering,Bangalore,CSE,8.74,0,True,True,True,2026-08-22T17:22
STU01362,COL005,New Horizon College of Engineering,Bangalore,ME,8.72,0,True,True,True,2026-08-22T18:35
STU01363,COL006,CMR Institute of Technology,Bangalore,ME,7.69,2,True,True,False,2026-08-02T14:12
STU01364,COL002,RV College of Engineering,Bangalore,ME,7.15,0,True,True,True,2026-08-05T20:36
STU01365,COL006,CMR Institute of Technology,Bangalore,ME,9.13,0,True,True,True,2026-07-06T15:21
STU01366,COL006,CMR Institute of Technology,Bangalore,AI&ML,6.38,0,True,True,False,2026-07-18T16:01
STU01367,COL005,New Horizon College of Engineering,Bangalore,ECE,8.33,0,True,False,False,2026-07-13T10:31
STU01368,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.95,0,True,True,True,2026-08-15T11:00
STU01369,COL003,PES University,Bangalore,ISE,7.87,0,True,True,True,2026-08-05T10:09
STU01370,COL003,PES University,Bangalore,ECE,6.38,0,True,True,False,2026-08-02T15:32
STU01371,COL006,CMR Institute of Technology,Bangalore,ME,7.57,0,True,True,True,2026-08-18T12:17
STU01372,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,8.0,0,True,True,True,2026-08-23T15:55
STU01373,COL001,BMS Institute of Technology,Bangalore,ISE,8.25,0,True,True,True,2026-07-11T17:05
STU01374,COL001,BMS Institute of Technology,Bangalore,EEE,8.51,0,True,True,True,2026-08-16T12:54
STU01375,COL003,PES University,Bangalore,CSE,7.82,0,True,False,False,2026-08-23T14:58
STU01376,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,6.71,1,True,True,False,2026-07-21T09:27
STU01377,COL003,PES University,Bangalore,ME,8.79,0,True,True,True,2026-07-30T09:46
STU01378,COL005,New Horizon College of Engineering,Bangalore,EEE,7.01,0,True,True,True,2026-08-21T19:22
STU01379,COL006,CMR Institute of Technology,Bangalore,CSE,8.23,0,True,True,True,2026-07-26T12:03
STU01380,COL003,PES University,Bangalore,EEE,8.61,0,True,True,True,2026-07-12T09:52
STU01381,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.49,0,True,True,True,2026-07-14T14:35
STU01382,COL001,BMS Institute of Technology,Bangalore,ISE,7.89,1,True,True,False,2026-07-17T15:09
STU01383,COL002,RV College of Engineering,Bangalore,ME,7.56,0,True,True,True,2026-07-31T17:20
STU01384,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.84,0,True,True,True,2026-07-29T14:08
STU01385,COL003,PES University,Bangalore,EEE,7.35,0,True,True,True,2026-08-01T11:21
STU01386,COL005,New Horizon College of Engineering,Bangalore,ISE,6.83,1,True,True,False,2026-07-19T12:04
STU01387,COL002,RV College of Engineering,Bangalore,AI&ML,7.29,0,True,True,True,2026-08-17T19:06
STU01388,COL006,CMR Institute of Technology,Bangalore,ME,7.2,0,True,True,True,2026-07-22T16:22
STU01389,COL001,BMS Institute of Technology,Bangalore,CSE,7.98,2,True,False,False,2026-07-25T12:01
STU01390,COL005,New Horizon College of Engineering,Bangalore,ME,7.95,0,True,True,True,2026-08-08T16:31
STU01391,COL005,New Horizon College of Engineering,Bangalore,ISE,7.07,0,True,True,True,2026-07-02T19:13
STU01392,COL006,CMR Institute of Technology,Bangalore,EEE,7.86,0,True,False,False,2026-07-09T19:55
STU01393,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.61,0,True,True,True,2026-08-18T19:50
STU01394,COL005,New Horizon College of Engineering,Bangalore,AI&ML,8.72,0,True,True,True,2026-08-12T17:34
STU01395,COL003,PES University,Bangalore,EEE,7.77,0,True,True,True,2026-07-25T13:06
STU01396,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,6.48,0,True,True,False,2026-07-31T09:39
STU01397,COL002,RV College of Engineering,Bangalore,ME,7.92,1,True,True,False,2026-07-26T09:01
STU01398,COL005,New Horizon College of Engineering,Bangalore,AI&ML,8.29,0,True,True,True,2026-08-04T16:56
STU01399,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.83,2,True,True,False,2026-08-05T18:04
STU01400,COL005,New Horizon College of Engineering,Bangalore,ME,7.93,0,True,True,True,2026-07-09T20:29
STU01401,COL002,RV College of Engineering,Bangalore,ISE,6.72,0,True,True,True,2026-08-03T17:00
STU01402,COL006,CMR Institute of Technology,Bangalore,ME,7.39,0,True,True,True,2026-08-12T13:59
STU01403,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,8.57,0,True,True,True,2026-07-17T19:55
STU01404,COL006,CMR Institute of Technology,Bangalore,ME,8.79,0,True,True,True,2026-07-19T15:28
STU01405,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,6.93,0,True,True,True,2026-07-09T15:37
STU01406,COL001,BMS Institute of Technology,Bangalore,CSE,7.8,0,True,True,True,2026-08-05T15:48
STU01407,COL002,RV College of Engineering,Bangalore,ME,7.29,0,True,True,True,2026-07-13T18:27
STU01408,COL006,CMR Institute of Technology,Bangalore,CSE,8.31,0,True,True,True,2026-08-20T16:45
STU01409,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,8.17,0,True,True,True,2026-07-28T15:20
STU01410,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,8.94,0,True,True,True,2026-07-01T19:05
STU01411,COL002,RV College of Engineering,Bangalore,EEE,7.54,0,True,True,True,2026-08-17T16:39
STU01412,COL001,BMS Institute of Technology,Bangalore,CSE,7.32,0,True,True,True,2026-08-06T10:48
STU01413,COL002,RV College of Engineering,Bangalore,CSE,7.95,0,True,True,True,2026-07-31T18:17
STU01414,COL006,CMR Institute of Technology,Bangalore,CSE,8.1,0,True,True,True,2026-08-02T17:42
STU01415,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,8.2,0,True,True,True,2026-07-13T19:08
STU01416,COL006,CMR Institute of Technology,Bangalore,ISE,6.98,0,True,True,True,2026-07-04T17:25
STU01417,COL002,RV College of Engineering,Bangalore,ME,8.21,0,False,True,False,2026-08-15T10:10
STU01418,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.49,2,True,True,False,2026-08-16T17:35
STU01419,COL001,BMS Institute of Technology,Bangalore,ECE,7.68,0,False,True,False,2026-07-07T14:30
STU01420,COL003,PES University,Bangalore,EEE,7.92,0,True,True,True,2026-08-22T10:09
STU01421,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.76,0,True,True,True,2026-08-13T15:10
STU01422,COL001,BMS Institute of Technology,Bangalore,EEE,7.19,0,True,False,False,2026-07-10T09:04
STU01423,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.65,0,True,True,True,2026-07-30T20:09
STU01424,COL002,RV College of Engineering,Bangalore,CSE,9.12,0,False,False,False,2026-07-13T12:34
STU01425,COL002,RV College of Engineering,Bangalore,ME,7.51,0,False,False,False,2026-07-16T12:06
STU01426,COL005,New Horizon College of Engineering,Bangalore,CSE,7.89,0,True,True,True,2026-07-26T11:13
STU01427,COL002,RV College of Engineering,Bangalore,ISE,7.13,0,True,True,True,2026-08-06T11:10
STU01428,COL001,BMS Institute of Technology,Bangalore,ISE,7.92,0,True,True,True,2026-08-09T10:59
STU01429,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,8.09,0,True,True,True,2026-07-23T16:41
STU01430,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.99,0,True,True,True,2026-08-11T16:02
STU01431,COL002,RV College of Engineering,Bangalore,ECE,8.14,0,True,True,True,2026-07-13T17:55
STU01432,COL003,PES University,Bangalore,ISE,7.24,0,False,True,False,2026-08-16T14:04
STU01433,COL001,BMS Institute of Technology,Bangalore,ECE,8.2,0,True,True,True,2026-08-11T14:28
STU01434,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,8.48,0,False,True,False,2026-08-08T20:57
STU01435,COL003,PES University,Bangalore,ME,7.07,1,True,True,False,2026-07-27T15:19
STU01436,COL002,RV College of Engineering,Bangalore,EEE,7.95,0,True,True,True,2026-07-06T13:30
STU01437,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,8.21,0,True,True,True,2026-07-26T12:23
STU01438,COL005,New Horizon College of Engineering,Bangalore,ECE,6.59,0,True,True,True,2026-07-20T10:28
STU01439,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.99,0,True,True,True,2026-08-10T09:53
STU01440,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.19,0,False,True,False,2026-08-01T14:04
STU01441,COL006,CMR Institute of Technology,Bangalore,CSE,8.28,0,True,True,True,2026-08-15T20:59
STU01442,COL001,BMS Institute of Technology,Bangalore,EEE,8.13,0,True,False,False,2026-08-23T16:30
STU01443,COL006,CMR Institute of Technology,Bangalore,ISE,7.82,0,True,True,True,2026-07-01T19:08
STU01444,COL006,CMR Institute of Technology,Bangalore,AI&ML,6.98,1,True,True,False,2026-08-10T16:12
STU01445,COL001,BMS Institute of Technology,Bangalore,AI&ML,6.22,0,True,True,False,2026-08-10T09:16
STU01446,COL001,BMS Institute of Technology,Bangalore,ECE,8.35,2,False,True,False,2026-08-16T09:59
STU01447,COL005,New Horizon College of Engineering,Bangalore,EEE,7.9,0,True,True,True,2026-07-26T16:13
STU01448,COL001,BMS Institute of Technology,Bangalore,AI&ML,8.72,0,True,True,True,2026-08-13T10:17
STU01449,COL006,CMR Institute of Technology,Bangalore,EEE,6.84,0,True,True,True,2026-07-20T17:48
STU01450,COL005,New Horizon College of Engineering,Bangalore,ECE,6.69,0,True,True,True,2026-07-16T11:20
STU01451,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.29,0,True,True,True,2026-07-10T19:25
STU01452,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.29,0,True,True,True,2026-07-19T19:47
STU01453,COL003,PES University,Bangalore,AI&ML,6.95,0,True,True,True,2026-08-02T10:55
STU01454,COL003,PES University,Bangalore,AI&ML,7.12,0,False,True,False,2026-07-01T14:44
STU01455,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.52,0,True,True,True,2026-07-12T18:14
STU01456,COL005,New Horizon College of Engineering,Bangalore,ECE,8.14,1,True,True,False,2026-07-06T21:00
STU01457,COL002,RV College of Engineering,Bangalore,CSE,8.94,1,True,True,False,2026-07-17T14:58
STU01458,COL001,BMS Institute of Technology,Bangalore,CSE,9.02,0,True,True,True,2026-08-06T16:09
STU01459,COL003,PES University,Bangalore,ECE,6.7,0,True,True,True,2026-08-20T10:00
STU01460,COL003,PES University,Bangalore,ME,7.86,0,False,True,False,2026-08-25T13:33
STU01461,COL003,PES University,Bangalore,AI&ML,6.69,0,True,True,True,2026-08-09T13:55
STU01462,COL002,RV College of Engineering,Bangalore,ISE,7.34,0,True,True,True,2026-07-12T10:10
STU01463,COL002,RV College of Engineering,Bangalore,ECE,7.92,0,True,True,True,2026-08-04T14:09
STU01464,COL005,New Horizon College of Engineering,Bangalore,ISE,7.03,0,True,True,True,2026-07-05T13:17
STU01465,COL006,CMR Institute of Technology,Bangalore,ECE,7.93,0,True,True,True,2026-07-15T16:38
STU01466,COL001,BMS Institute of Technology,Bangalore,ME,6.58,0,True,False,False,2026-07-23T17:10
STU01467,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,8.52,0,True,True,True,2026-07-10T16:00
STU01468,COL005,New Horizon College of Engineering,Bangalore,ISE,8.08,0,True,True,True,2026-07-01T14:40
STU01469,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,7.93,0,True,True,True,2026-07-05T14:22
STU01470,COL002,RV College of Engineering,Bangalore,ISE,7.9,0,True,True,True,2026-07-24T12:13
STU01471,COL006,CMR Institute of Technology,Bangalore,ECE,7.52,2,True,False,False,2026-07-17T17:00
STU01472,COL002,RV College of Engineering,Bangalore,ISE,8.29,0,True,True,True,2026-07-11T09:04
STU01473,COL005,New Horizon College of Engineering,Bangalore,ME,9.12,0,True,True,True,2026-07-30T11:18
STU01474,COL002,RV College of Engineering,Bangalore,EEE,6.74,1,True,True,False,2026-08-21T09:44
STU01475,COL003,PES University,Bangalore,ISE,8.29,0,True,True,True,2026-07-11T19:20
STU01476,COL003,PES University,Bangalore,ME,8.86,0,True,True,True,2026-07-14T12:15
STU01477,COL003,PES University,Bangalore,ME,9.23,0,True,True,True,2026-08-06T13:00
STU01478,COL001,BMS Institute of Technology,Bangalore,EEE,7.82,0,True,True,True,2026-07-25T13:36
STU01479,COL003,PES University,Bangalore,ME,7.42,0,False,False,False,2026-07-12T16:51
STU01480,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,8.51,0,True,True,True,2026-07-26T13:35
